F0,F1,F6,F12,F14,F15,F16,F26,F72,F99,S,Busy,Exting,Month,Car,Nozzle,Flow,Long
1541656,1144,1,1,1,1,5,4,1,0,20,76,24,1,2,2,7.0,0
1541657,1144,1,1,1,1,3,3,1,0,3,269,46,1,1,2,7.0,0
1541658,1144,1,1,1,1,3,2,1,0,43,152,42,1,1,2,7.0,0
1541659,1144,1,8,0,0,0,2,0,0,10,25,10,4,1,1,3.5,0
1859733,1176,1,1,1,1,2,1,8,1,160,43,28,9,4,8,28.0,0
1541661,1144,1,1,5,-1,2,4,0,0,1,11,0,4,6,0,0.0,0
1541662,1144,1,1,1,1,5,3,0,0,20,25,7,5,1,1,3.5,0
1541663,1144,1,8,0,0,0,3,0,0,1,14,3,6,2,1,7.0,0
1541664,1144,1,8,0,0,0,3,0,0,2,12,3,6,1,1,7.0,0
1541665,1144,1,8,0,0,0,3,0,0,1,12,3,7,1,1,3.5,0
1541666,1144,1,8,0,0,0,3,0,0,2,10,3,10,1,1,3.5,0
1541667,1144,1,8,0,0,0,3,0,0,1,12,3,11,1,1,3.5,0
1541668,1144,1,1,5,-1,2,3,0,0,1,10,3,11,4,2,7.0,0
1541669,1144,1,8,0,0,0,1,0,0,2,10,3,12,1,1,7.0,0
1541670,1144,1,8,0,0,0,2,0,0,1,13,5,12,1,1,3.5,0
1720348,1146,1,1,1,1,4,3,0,1,550,335,94,11,6,7,44.5,1
1541672,1144,1,8,0,0,0,3,0,0,1,10,3,1,1,1,3.5,0
1541673,1144,1,8,0,0,0,3,0,0,2,12,3,1,1,1,3.5,0
1712054,1146,1,1,1,1,4,10,8,1,200,480,87,6,8,7,24.5,1
1860125,1176,1,1,2,1,5,4,8,1,200,144,71,2,9,7,42.0,1
1541676,1144,1,1,1,1,5,3,0,0,20,16,5,1,1,1,3.5,0
1541677,1144,1,8,0,0,0,2,0,0,1,10,3,1,1,1,3.5,0
1541678,1144,1,8,0,0,0,3,0,0,1,10,3,1,1,1,3.5,0
1542506,1144,1,1,1,1,5,4,0,1,900,776,36,9,11,7,24.5,1
1541680,1144,1,1,1,1,5,3,0,0,1,10,0,1,2,0,0.0,0
1541681,1144,1,8,0,0,0,3,0,0,1,11,3,8,1,1,7.0,0
1541682,1144,1,8,1,1,5,2,0,0,1,10,0,1,2,0,0.0,0
1541683,1144,1,8,0,0,0,3,0,0,3,10,0,1,1,0,0.0,0
1541684,1144,1,8,0,0,0,3,0,0,2,12,0,1,1,0,0.0,0
1721132,1146,1,1,3,1,3,5,0,1,60,263,158,3,7,6,21.0,1
1541686,1144,1,8,0,0,0,2,0,0,1,10,3,1,1,1,3.5,0
1541687,1144,1,1,1,1,5,4,0,0,5,79,0,1,1,0,0.0,0
1541688,1144,1,8,0,0,0,3,0,0,3,23,3,1,1,1,3.5,0
1707531,1146,0,1,2,1,5,7,8,1,250,227,91,9,4,6,24.5,1
1541690,1144,1,3,0,0,0,4,0,1,2,17,4,1,2,1,3.5,0
1541691,1144,1,1,5,2,2,2,0,0,1,10,0,1,2,0,0.0,0
1862553,1176,1,1,3,3,2,7,0,1,350,141,90,6,7,6,21.0,1
1541693,1144,1,1,9,8,2,2,0,0,2,10,0,1,4,0,0.0,0
1541694,1144,1,8,0,0,0,2,0,0,1,10,3,10,1,1,3.5,0
1541695,1144,1,8,0,0,0,3,0,0,2,10,3,10,1,1,3.5,0
1541696,1144,0,1,1,1,4,3,0,0,56,163,13,11,1,1,3.5,0
1721804,1146,1,1,1,1,4,6,3,1,300,198,87,2,4,6,28.0,1
1723444,1146,1,1,2,1,2,3,1,1,1500,627,414,7,17,7,44.5,1
1541699,1144,1,8,0,0,0,3,0,0,80,38,6,1,1,1,3.5,0
1864380,1176,1,1,1,1,5,13,8,1,120,323,79,1,9,6,37.5,1
1541701,1144,1,1,5,5,2,1,0,0,6,17,10,1,1,1,3.5,0
1541702,1144,1,1,1,1,5,1,0,0,15,32,7,1,1,1,3.5,0
1541703,1144,1,8,0,0,0,1,0,0,4,10,3,1,1,1,3.5,0
1541704,1144,1,8,0,0,0,3,0,0,4,10,0,1,1,0,0.0,0
1541705,1144,1,8,0,0,0,3,0,0,3,15,4,7,1,1,3.5,0
1541706,1144,1,3,0,0,0,1,0,1,2,12,8,8,2,1,3.5,0
1711631,1146,1,1,1,1,5,5,0,1,40,104,58,5,5,6,21.0,0
1859817,1176,1,1,1,1,2,3,1,1,200,74,55,1,7,6,40.0,1
1541709,1144,1,1,1,1,3,2,0,0,20,23,13,2,1,2,7.0,0
1723275,1146,1,1,1,1,2,3,1,1,80,165,32,1,5,6,24.5,0
1541711,1144,1,8,0,0,0,1,0,0,1,10,0,1,1,0,0.0,0
1541712,1144,1,8,0,0,0,2,0,0,1,10,3,1,1,1,3.5,0
1541713,1144,1,8,0,0,0,2,0,0,3,10,3,1,1,1,3.5,0
1542047,1144,1,8,0,0,0,5,0,0,200,618,13,12,8,6,21.0,0
1724291,1146,0,1,2,1,5,20,4,1,272,675,379,5,7,5,17.5,1
1541716,1144,1,8,0,0,0,2,0,0,2,11,3,4,1,1,3.5,0
1541717,1144,1,8,0,0,0,2,0,0,2,11,3,4,1,1,3.5,0
1541718,1144,1,8,0,0,0,2,0,0,1,10,0,4,1,0,0.0,0
1541719,1144,1,8,0,0,0,2,0,0,2,15,5,5,1,1,3.5,0
1541720,1144,1,8,0,0,0,1,0,0,2,10,0,5,1,0,0.0,0
1719889,1146,0,1,3,2,3,8,0,1,144,472,337,3,6,5,17.5,0
1541722,1144,1,1,1,1,5,2,0,0,12,22,12,7,2,1,7.0,0
1541723,1144,1,8,0,0,0,4,0,0,4,25,8,7,1,1,3.5,0
1541724,1144,1,8,0,0,0,3,0,0,3,15,3,11,1,1,3.5,0
1541725,1144,1,8,0,0,0,3,0,0,3,16,4,11,1,1,3.5,0
1717929,1146,1,1,2,2,3,2,0,1,80,605,272,1,5,5,17.5,0
1712952,1146,1,1,2,1,4,6,0,1,225,483,187,7,7,5,17.5,1
1541728,1144,1,8,0,0,0,3,0,0,1,12,3,2,1,1,3.5,0
1541729,1144,1,1,1,1,5,3,0,0,24,68,8,2,2,1,3.5,0
1715902,1146,1,1,2,2,3,2,0,1,100,502,152,1,4,5,17.5,0
1714742,1146,0,1,2,1,5,12,0,1,90,457,149,12,4,5,17.5,0
1710728,1146,1,1,2,2,2,7,0,1,135,849,138,2,4,5,17.5,0
1541733,1144,1,8,0,0,0,2,0,0,1,10,3,2,1,1,3.5,0
1541734,1144,1,1,5,2,2,2,0,0,1,10,3,2,3,1,3.5,0
1541735,1144,1,1,1,1,5,3,0,0,5,26,3,2,1,1,3.5,0
1541736,1144,1,1,1,1,5,3,0,0,3,66,14,2,1,1,3.5,0
1541737,1144,1,8,0,0,0,2,0,0,1,18,4,2,1,1,3.5,0
1711825,1146,1,1,2,1,4,8,8,1,176,509,137,2,7,5,17.5,1
1721761,1146,1,1,1,1,5,5,2,1,30,443,133,3,6,5,17.5,0
1541740,1144,1,2,1,1,2,2,0,0,20,18,3,2,2,2,7.0,0
1541741,1144,1,1,1,1,5,2,0,0,1,18,3,2,2,1,3.5,0
1541742,1144,1,1,5,2,2,2,0,0,1,10,3,2,1,1,3.5,0
1541743,1144,1,1,5,2,2,2,0,0,1,10,3,2,1,1,3.5,0
1716633,1146,0,1,1,1,5,8,8,1,60,758,132,3,6,5,17.5,1
1721545,1146,1,1,1,1,2,3,0,1,608,179,123,3,7,5,34.0,1
1541746,1144,1,8,0,0,0,2,0,0,1,10,3,2,1,1,3.5,0
1541747,1144,1,8,0,0,0,3,0,0,5,15,3,2,1,1,3.5,0
1541748,1144,1,1,5,2,2,2,9,0,1,10,0,2,0,0,0.0,0
1541749,1144,1,1,1,1,5,3,0,0,12,38,12,2,2,1,3.5,0
1541750,1144,1,1,5,1,2,2,6,0,15,12,3,2,3,1,3.5,0
1541751,1144,1,1,1,1,5,5,0,0,15,80,13,2,1,1,3.5,0
1541752,1144,1,1,1,1,3,1,0,0,16,10,3,8,1,1,3.5,0
1720239,1146,1,1,2,1,5,5,0,1,400,350,112,3,5,5,17.5,1
1541754,1144,1,1,4,2,2,1,0,0,3,10,0,2,1,0,0.0,0
1541755,1144,1,8,0,0,0,1,0,0,25,61,36,2,1,1,3.5,0
1721502,1146,1,1,1,1,3,4,0,1,400,608,95,12,5,5,24.5,0
1541757,1144,1,1,5,-1,2,1,3,0,3,10,0,2,1,0,0.0,0
1541758,1144,0,3,0,0,0,12,0,0,2,29,8,3,1,1,3.5,0
1704759,1146,1,1,1,1,5,7,0,1,42,149,93,11,3,5,17.5,0
1717811,1146,0,2,2,2,2,3,8,1,150,194,91,1,9,5,17.5,1
1541761,1144,1,8,0,0,0,3,0,0,2,12,3,2,1,1,3.5,0
1541762,1144,1,8,0,0,0,2,0,0,1,10,3,2,1,1,3.5,0
1541763,1144,0,3,0,0,0,12,0,0,3,40,3,2,1,1,3.5,0
1541764,1144,1,1,1,1,4,11,0,0,6,31,13,10,1,1,3.5,0
1541765,1144,1,1,1,1,2,3,0,0,20,217,13,2,1,1,3.5,0
1541766,1144,1,1,5,2,2,2,9,0,1,10,0,2,0,0,0.0,0
1541767,1144,1,8,0,0,0,3,0,0,2,33,7,11,1,1,3.5,0
1709372,1146,0,1,1,1,4,15,0,1,500,155,65,4,6,5,17.5,0
1541769,1144,1,1,5,3,2,3,0,0,1,10,3,2,1,1,3.5,0
1541770,1144,1,1,5,1,2,2,0,0,1,10,3,3,1,1,3.5,0
1541771,1144,1,1,5,1,2,2,0,0,3,20,10,4,1,1,3.5,0
1541772,1144,1,1,5,1,2,2,0,0,3,25,13,4,1,1,3.5,0
1707495,1146,1,1,2,1,5,4,8,1,150,82,61,5,5,5,17.5,0
1710778,1146,0,1,1,1,2,11,0,1,50,74,58,4,4,5,17.5,0
1721802,1146,1,1,3,1,5,5,3,1,300,250,51,4,5,5,41.0,0
1541776,1144,1,1,1,1,5,3,0,0,20,117,6,6,2,2,7.0,0
1541777,1144,1,1,5,-1,2,2,0,0,4,10,3,7,9,2,7.0,0
1541778,1144,1,1,1,1,5,3,0,0,2,85,69,7,2,1,3.5,0
1541779,1144,1,1,1,1,5,3,0,0,6,32,13,8,1,1,3.5,0
1541780,1144,1,1,1,1,5,3,0,0,6,80,13,10,1,1,3.5,0
1541781,1144,1,1,1,1,5,3,0,0,10,29,7,10,1,1,3.5,0
1542318,1144,1,1,5,2,2,2,0,1,150,66,51,9,8,5,17.5,0
1541783,1144,1,1,1,1,5,2,0,0,12,30,5,11,8,1,3.5,0
1541784,1144,1,8,0,0,0,3,0,0,1,11,3,11,1,1,3.5,0
1541785,1144,1,1,1,1,5,3,0,0,4,82,15,12,1,1,3.5,0
1541786,1144,1,1,1,1,5,3,0,0,9,33,9,12,1,1,3.5,0
1541787,1144,1,8,0,0,0,1,0,0,1,10,3,3,3,1,3.5,0
1541788,1144,1,1,5,4,2,1,0,0,2,10,3,3,7,2,7.0,0
1541789,1144,1,3,0,0,0,3,0,0,4,32,13,3,2,1,3.5,0
1541790,1144,1,1,1,1,4,3,0,0,5,69,4,3,2,1,3.5,0
1541791,1144,1,1,1,1,4,2,0,0,20,39,13,3,4,2,7.0,0
1541792,1144,1,8,0,0,0,2,0,0,1,10,3,3,2,1,3.5,0
1541793,1144,1,1,1,1,5,3,0,0,3,40,13,3,2,1,3.5,0
1718791,1146,1,1,1,1,3,9,0,1,2002,244,45,5,8,5,34.0,1
1541795,1144,1,8,0,0,0,3,0,0,1,10,3,3,1,1,3.5,0
1541796,1144,1,1,5,1,2,2,0,0,4,19,8,3,1,1,3.5,0
1710837,1146,0,1,2,1,2,9,0,1,1,74,42,6,4,5,17.5,0
1704308,1146,1,1,1,1,5,9,0,1,36,326,41,4,3,5,17.5,1
1541799,1144,1,1,1,1,2,2,0,0,2,40,13,3,3,1,3.5,0
1541800,1144,1,1,5,5,2,1,0,0,1,10,3,3,3,1,3.5,0
1541801,1144,1,1,5,-1,2,2,0,0,1,10,3,3,3,1,3.5,0
1541802,1144,1,1,1,1,5,6,0,0,1,16,3,3,2,1,3.5,0
1541803,1144,1,1,1,1,4,3,0,0,3,66,13,3,1,1,3.5,0
1541804,1144,1,1,5,1,2,2,0,0,12,55,14,3,2,1,3.5,0
1541805,1144,1,1,1,1,4,3,0,0,12,81,13,3,1,1,3.5,0
1862189,1176,0,1,1,1,4,5,4,1,234,201,40,5,13,5,21.0,1
1541807,1144,1,1,5,3,2,2,0,0,2,10,3,3,3,1,3.5,0
1541808,1144,1,1,1,1,5,3,0,0,18,31,4,3,2,1,3.5,0
1860380,1176,1,1,1,1,5,10,8,1,500,147,40,3,5,5,17.5,1
1707278,1146,1,1,1,1,5,2,8,1,80,99,28,1,5,5,17.5,0
1541811,1144,1,1,1,1,5,3,0,0,4,24,13,3,2,2,7.0,0
1541812,1144,1,3,0,0,0,1,0,1,2,30,13,3,1,1,3.5,0
1541813,1144,1,8,0,0,0,3,0,0,3,10,3,4,1,1,3.5,0
1541814,1144,1,3,0,0,0,2,0,0,3,22,7,6,1,1,3.5,0
1710786,1146,0,1,1,1,2,6,0,1,24,43,21,1,4,5,17.5,0
1541816,1144,0,8,0,0,0,10,0,0,1,13,3,7,1,1,3.5,0
1541817,1144,0,8,0,0,0,2,0,0,15,20,12,11,1,1,3.5,0
1707561,1146,0,1,2,1,5,2,8,1,225,142,18,10,3,5,17.5,0
1710736,1146,1,1,2,2,2,6,0,1,49,32,16,3,4,5,17.5,0
1541820,1144,1,9,0,0,5,3,0,1,12,19,13,3,2,2,7.0,0
1541821,1144,1,1,5,-1,2,3,0,0,1,10,3,3,1,1,3.5,0
1710816,1146,1,1,2,1,2,6,0,1,4,28,16,6,4,5,17.5,0
1710820,1146,1,1,2,1,2,5,0,1,5,29,15,12,4,5,17.5,0
1541824,1144,1,8,0,0,0,2,0,0,1,35,7,3,1,1,3.5,0
1541825,1144,1,1,1,1,5,1,0,0,19,141,9,3,1,1,3.5,0
1541826,1144,1,1,1,1,4,1,0,0,16,12,6,7,1,1,3.5,0
1541827,1144,1,1,1,1,5,1,0,0,2,10,3,3,1,1,3.5,0
1541828,1144,1,8,0,0,0,1,0,0,25,49,30,3,1,1,3.5,0
1541829,1144,1,1,1,1,2,1,0,0,1,94,12,3,1,1,3.5,0
1541830,1144,1,1,5,1,2,1,0,0,6,55,13,2,1,1,3.5,0
1541831,1144,1,3,0,0,0,1,0,0,3,20,4,3,1,1,3.5,0
1541832,1144,1,8,0,0,0,3,0,0,4,43,34,3,1,1,3.5,0
1541833,1144,1,1,5,1,2,3,0,0,2,11,3,3,1,1,3.5,0
1541834,1144,0,1,1,1,5,130,9,0,8,10,0,3,0,0,0.0,0
1541835,1144,1,1,5,5,2,1,0,0,1,29,3,6,1,1,3.5,0
1541836,1144,1,1,4,1,3,3,0,0,9,163,135,3,2,2,7.0,0
1710789,1146,1,1,1,1,2,6,0,1,2,27,15,2,4,5,17.5,0
1710787,1146,0,1,1,1,2,10,0,1,6,39,13,2,4,5,17.5,0
1541839,1144,1,3,0,0,0,3,0,0,1,10,0,4,2,0,0.0,0
1541840,1144,1,8,0,0,0,2,0,0,1,13,5,6,1,1,3.5,0
1710770,1146,0,1,1,1,2,9,0,1,6,29,12,4,4,5,17.5,0
1541842,1144,1,3,0,0,0,1,0,0,2,25,3,8,2,1,3.5,0
1541843,1144,1,1,1,1,5,1,0,0,1,23,0,9,2,0,0.0,0
1710733,1146,1,1,1,1,2,5,0,1,90,89,6,11,4,5,17.5,0
1541845,1144,1,3,0,0,0,1,0,0,4,36,4,11,2,2,7.0,0
1710742,1146,0,1,1,1,2,9,0,1,6,20,4,3,4,5,17.5,0
1710790,1146,1,1,1,1,2,5,0,1,3,13,3,7,4,5,17.5,0
1724150,1146,0,1,2,2,5,10,4,1,270,969,319,8,7,4,14.0,1
1541849,1144,1,8,0,0,0,3,0,0,5,10,3,4,1,1,3.5,0
1541850,1144,1,1,5,1,2,1,0,0,2,16,7,4,3,1,3.5,0
1541851,1144,1,1,1,1,5,3,0,0,20,88,12,4,3,2,7.0,0
1541852,1144,1,1,5,1,2,3,0,0,1,12,3,4,8,1,3.5,0
1541853,1144,1,8,0,0,0,5,0,0,3,12,4,4,1,1,3.5,0
1712780,1146,0,1,1,1,3,15,0,1,200,737,316,12,5,4,14.0,1
1541855,1144,1,3,0,0,0,2,0,0,100,202,21,4,3,3,27.0,0
1711038,1146,0,1,2,2,5,6,4,1,300,813,189,9,4,4,14.0,0
1541857,1144,1,1,1,1,5,3,0,0,4,17,5,3,1,1,3.5,0
1720286,1146,0,1,1,1,5,10,0,1,175,441,187,5,4,4,14.0,0
1717545,1146,0,1,2,1,5,3,8,1,300,261,185,8,6,4,14.0,1
1541860,1144,1,1,1,1,4,3,0,0,1,64,9,4,2,2,7.0,0
1541861,1144,1,3,0,0,0,1,0,0,1,10,4,2,1,1,3.5,0
1541862,1144,1,3,0,0,0,52,0,0,5,129,13,12,1,1,3.5,0
1541863,1144,1,1,5,5,2,2,0,0,3,11,5,4,1,1,3.5,0
1541864,1144,1,1,1,1,5,4,0,0,5,30,9,4,1,1,3.5,0
1541865,1144,1,1,5,1,2,1,0,0,2,28,13,4,2,1,3.5,0
1541866,1144,1,1,5,5,2,2,0,0,10,30,13,11,1,1,3.5,0
1716373,1146,1,1,1,1,5,7,0,1,202,412,166,8,6,4,14.0,1
1713892,1146,0,1,1,1,2,11,0,1,300,436,164,1,8,4,14.0,1
1541869,1144,1,1,1,1,5,2,0,0,4,130,13,4,1,1,3.5,0
1541870,1144,1,1,1,1,5,2,0,0,1,39,14,4,1,1,3.5,0
1541871,1144,1,8,0,0,0,1,0,0,6,11,4,2,1,1,3.5,0
1541872,1144,1,8,0,0,0,1,0,0,1,10,3,2,1,1,3.5,0
1541873,1144,1,3,0,0,0,1,0,0,1,13,5,2,2,2,7.0,0
1541874,1144,1,3,0,0,0,2,0,0,2,23,3,4,2,2,7.0,0
1541875,1144,1,8,0,0,0,1,0,0,20,10,3,4,2,1,3.5,0
1541876,1144,1,8,0,0,0,1,0,0,50,17,7,5,1,1,3.5,0
1541877,1144,1,8,0,0,0,2,0,0,1,10,0,5,2,0,0.0,0
1541878,1144,1,1,1,-1,5,3,0,0,2,32,13,7,2,1,3.5,0
1541879,1144,1,8,0,0,0,4,0,0,200,39,0,7,1,0,0.0,0
1541880,1144,1,8,0,0,0,4,0,0,50,26,0,7,1,0,0.0,0
1541881,1144,1,1,5,1,5,1,0,0,2,14,3,7,2,1,3.5,0
1541882,1144,1,8,0,0,0,3,0,0,90,11,0,8,1,0,0.0,0
1541883,1144,1,8,0,0,0,2,0,0,30,26,0,9,1,0,0.0,0
1541884,1144,1,8,0,0,0,2,0,0,30,26,0,9,1,0,0.0,0
1541885,1144,1,8,0,0,0,2,0,0,50,19,8,9,3,1,3.5,0
1541886,1144,1,8,0,0,0,1,0,0,10,10,0,9,2,0,0.0,0
1541887,1144,1,8,0,0,0,3,0,0,700,31,0,9,2,0,0.0,0
1541888,1144,1,8,0,0,0,3,0,0,30,10,0,9,2,0,0.0,0
1541889,1144,1,8,0,0,0,3,0,0,30,14,0,9,1,0,0.0,0
1541890,1144,1,8,0,0,0,1,0,0,2,14,6,10,1,1,3.5,0
1541891,1144,1,8,0,0,0,3,0,0,2,19,0,11,1,0,0.0,0
1541892,1144,1,8,0,0,0,4,0,0,50,32,0,11,1,0,0.0,0
1541893,1144,1,8,0,0,0,3,0,0,5,11,0,12,1,0,0.0,0
1541894,1144,1,8,0,0,0,1,0,0,50,10,3,12,1,1,3.5,0
1541895,1144,1,8,0,0,0,2,0,0,30,39,14,12,1,1,3.5,0
1713346,1146,1,1,1,1,4,7,4,1,66,276,162,1,5,4,14.0,0
1710833,1146,1,1,1,1,2,2,0,1,200,317,154,6,6,4,14.0,1
1541898,1144,1,8,0,0,0,2,0,0,50,10,3,5,1,1,3.5,0
1541899,1144,1,8,0,0,0,2,0,0,50,15,7,5,1,1,3.5,0
1541900,1144,1,8,0,0,0,3,0,0,40,15,0,5,2,0,0.0,0
1541901,1144,1,8,0,0,0,3,0,0,30,21,0,5,2,0,0.0,0
1541902,1144,1,8,0,0,0,2,0,0,7,17,0,5,1,0,0.0,0
1541903,1144,1,8,0,0,0,2,0,0,1,10,0,5,1,0,0.0,0
1541904,1144,1,8,0,0,0,1,0,0,15,10,3,5,1,1,3.5,0
1541905,1144,1,8,0,0,0,1,0,0,100,66,13,5,2,2,7.0,0
1541906,1144,1,8,0,0,0,1,0,0,40,36,0,5,1,0,0.0,0
1541907,1144,1,1,1,1,5,4,0,0,2,22,4,5,1,1,3.5,0
1541908,1144,1,1,1,1,5,1,0,0,20,36,14,5,2,2,7.0,0
1541909,1144,1,8,0,0,0,3,0,0,200,31,0,5,1,0,0.0,0
1541910,1144,1,8,0,0,0,4,0,0,15,22,0,5,2,0,0.0,0
1541911,1144,1,8,0,0,0,4,0,0,3,28,0,5,2,0,0.0,0
1541912,1144,1,8,0,0,0,2,0,0,150,21,3,5,1,1,3.5,0
1541913,1144,1,1,1,1,5,3,0,0,15,30,11,5,3,1,3.5,0
1541914,1144,1,1,1,1,5,4,0,0,4,43,4,5,1,1,3.5,0
1541915,1144,1,8,0,0,0,2,0,0,2,10,0,5,1,0,0.0,0
1723595,1146,0,1,2,2,5,4,8,1,70,310,153,12,4,4,14.0,0
1541917,1144,1,8,0,0,0,2,0,0,20,10,0,5,1,0,0.0,0
1712084,1146,1,1,2,1,4,1,8,1,96,536,150,3,4,4,14.0,0
1541919,1144,1,8,0,0,0,2,0,0,1,14,3,5,1,1,3.5,0
1541920,1144,1,8,0,0,0,1,0,0,10,10,0,5,1,0,0.0,0
1541921,1144,1,8,0,0,0,1,0,0,20,26,3,5,1,1,3.5,0
1541922,1144,1,8,0,0,0,4,0,0,30,23,0,5,1,0,0.0,0
1541923,1144,1,1,1,1,5,3,0,0,15,42,13,5,2,2,7.0,0
1541924,1144,1,8,0,0,0,4,0,0,200,15,0,5,1,0,0.0,0
1541925,1144,1,8,0,0,0,2,0,0,8,20,3,5,1,1,3.5,0
1541926,1144,1,8,0,0,0,2,0,0,10,14,7,5,1,1,3.5,0
1541927,1144,1,8,0,0,0,2,0,0,1,23,3,5,1,1,3.5,0
1541928,1144,1,8,0,0,0,1,0,0,240,24,11,5,1,2,7.0,0
1541929,1144,1,8,0,0,0,3,0,0,20,26,5,5,1,1,3.5,0
1541930,1144,1,8,0,0,0,3,0,0,300,42,13,5,2,2,7.0,0
1541931,1144,1,8,0,0,0,3,0,0,20,12,0,5,1,0,0.0,0
1541932,1144,1,8,0,0,0,24,4,0,70,49,0,5,1,0,0.0,0
1541933,1144,1,1,1,1,5,1,0,0,1,22,7,5,1,1,3.5,0
1714368,1146,0,1,3,1,5,6,0,1,150,471,148,5,6,4,14.0,0
1541935,1144,1,8,0,0,0,4,0,0,80,23,9,5,1,1,3.5,0
1541936,1144,1,8,0,0,0,3,0,0,3,13,4,5,1,1,3.5,0
1541937,1144,1,8,0,0,0,3,0,0,10,346,15,5,3,1,3.5,0
1541938,1144,1,8,0,0,0,3,0,0,30,18,0,5,1,0,0.0,0
1541939,1144,1,8,0,0,0,3,0,0,10,17,6,5,1,1,3.5,0
1541940,1144,1,8,0,0,0,2,0,0,7,14,5,5,1,1,3.5,0
1541941,1144,1,8,0,0,0,3,0,0,2,13,3,5,1,1,3.5,0
1541942,1144,1,8,0,0,0,2,0,0,1,11,4,5,1,1,3.5,0
1541943,1144,1,8,0,0,0,4,0,0,4,29,6,5,1,1,3.5,0
1541944,1144,1,3,0,0,0,2,0,1,18,39,13,5,2,3,27.0,0
1541945,1144,1,8,0,0,0,2,0,0,5,19,3,5,2,1,3.5,0
1541946,1144,1,8,0,0,0,1,0,0,1,10,3,5,1,1,3.5,0
1541947,1144,1,8,0,0,0,7,0,0,900,75,13,1,1,1,3.5,0
1541948,1144,1,8,0,0,0,9,0,0,800,75,13,2,1,1,3.5,0
1541949,1144,1,8,0,0,0,9,0,0,60,26,10,3,1,1,3.5,0
1541950,1144,0,8,0,0,0,9,0,0,900,42,15,4,1,1,3.5,0
1541951,1144,1,8,0,0,0,2,0,0,15,10,3,4,1,1,3.5,0
1541952,1144,1,8,0,0,0,2,0,0,50,25,5,5,1,1,3.5,0
1541953,1144,1,8,0,0,0,2,0,0,20,17,3,6,1,1,3.5,0
1541954,1144,1,8,0,0,0,6,0,0,50,18,6,7,1,1,3.5,0
1541955,1144,0,8,0,0,0,2,0,0,50,29,11,10,1,1,3.5,0
1541956,1144,1,8,0,0,0,3,0,0,70,30,6,10,1,1,3.5,0
1541957,1144,1,8,0,0,0,2,0,0,40,17,7,10,1,1,3.5,0
1541958,1144,1,1,1,1,5,4,0,0,606,46,13,11,1,1,3.5,0
1541959,1144,0,1,1,1,5,12,0,0,12,46,15,12,1,1,3.5,0
1541960,1144,0,8,0,0,0,10,0,0,200,35,11,5,1,1,3.5,0
1541961,1144,1,1,1,1,5,4,0,0,2,10,3,5,1,1,3.5,0
1541962,1144,0,8,0,0,0,4,0,0,4,51,12,5,1,1,3.5,0
1541963,1144,0,8,0,0,0,16,0,0,10,31,3,5,1,1,3.5,0
1541964,1144,0,1,1,1,5,17,0,0,69,65,13,5,1,1,3.5,0
1541965,1144,0,8,0,0,0,2,0,0,30,19,8,5,1,1,3.5,0
1541966,1144,1,8,0,0,0,2,0,0,300,43,6,5,1,1,3.5,0
1541967,1144,1,8,0,0,0,2,0,0,70,19,6,5,1,1,3.5,0
1541968,1144,0,1,1,1,5,17,0,0,150,102,26,5,1,1,3.5,0
1541969,1144,1,1,1,1,5,1,1,0,3,21,3,3,1,1,3.5,0
1541970,1144,1,8,0,0,0,1,0,0,20,216,146,5,1,1,3.5,0
1541971,1144,1,8,0,0,0,1,0,0,20,27,13,7,1,1,3.5,0
1541972,1144,1,8,0,0,0,1,0,0,20,14,4,8,1,1,3.5,0
1541973,1144,1,8,0,0,0,1,0,0,20,234,141,12,1,1,3.5,0
1541974,1144,1,8,0,0,0,12,0,0,20,98,20,5,1,1,3.5,0
1541975,1144,1,1,1,1,4,1,0,0,6,34,4,5,1,1,3.5,0
1541976,1144,1,1,1,1,5,71,4,0,40,361,49,5,1,1,3.5,0
1541977,1144,0,8,0,0,0,1,0,0,20,19,9,5,1,1,3.5,0
1541978,1144,0,8,0,0,0,1,0,0,20,116,13,5,1,1,3.5,0
1541979,1144,0,3,0,0,0,71,4,0,2,105,3,5,1,1,3.5,0
1541980,1144,0,8,0,0,0,1,0,0,20,21,5,5,1,1,3.5,0
1541981,1144,1,8,0,0,0,2,0,0,400,120,13,7,1,1,3.5,0
1541982,1144,1,8,0,0,0,1,0,0,5,11,5,8,1,1,3.5,0
1541983,1144,1,8,0,0,0,1,0,0,1,11,3,11,1,1,3.5,0
1541984,1144,1,8,0,0,0,1,0,0,200,37,19,11,1,1,3.5,0
1541985,1144,1,8,0,0,0,3,0,0,40,16,9,12,1,1,3.5,0
1541986,1144,1,8,0,0,0,2,0,0,30,112,14,5,1,1,3.5,0
1541987,1144,1,8,0,0,0,2,0,0,8,37,11,5,1,1,3.5,0
1541988,1144,1,8,0,0,0,1,0,0,30,22,5,5,1,1,3.5,0
1541989,1144,1,8,0,0,0,6,0,0,40,49,8,5,1,1,3.5,0
1541990,1144,1,8,0,0,0,2,0,0,26,239,16,5,1,1,3.5,0
1541991,1144,1,8,0,0,0,8,0,0,25,54,24,5,1,1,3.5,0
1541992,1144,1,8,0,0,0,1,0,0,1,12,4,5,1,1,3.5,0
1541993,1144,1,8,0,0,0,1,0,0,1,18,8,5,1,1,3.5,0
1541994,1144,1,8,0,0,0,4,0,0,4,10,3,5,1,1,3.5,0
