F0,F1,F6,F12,F14,F15,F16,F26,F72,F99,S,Busy,Exting,Month,Car,Nozzle,Flow,Long
1862700,1176,0,8,0,0,0,3,8,0,6,14,3,3,1,1,3.5,0
1862701,1176,0,8,0,0,0,8,4,0,5000,16,3,4,1,1,3.5,0
1862702,1176,0,8,0,0,0,8,4,0,5000,32,5,4,2,1,3.5,0
1862703,1176,0,1,1,1,5,10,4,0,10,31,11,4,2,1,3.5,0
1862704,1176,1,8,0,0,0,9,4,0,5000,46,3,5,1,1,3.5,0
1862705,1176,0,8,0,0,0,19,4,0,40,47,3,5,1,1,3.5,0
1862706,1176,1,8,0,0,0,4,8,0,5,10,4,5,1,1,3.5,0
1862707,1176,0,8,0,0,0,16,4,0,5000,49,3,5,2,1,3.5,0
1862708,1176,1,8,0,0,0,4,8,0,10,16,7,6,1,1,3.5,0
1862709,1176,1,8,0,0,0,6,4,0,250,54,6,6,1,1,3.5,0
1862710,1176,0,8,0,0,0,5,4,0,15,25,5,7,1,1,3.5,0
1862711,1176,1,8,0,0,0,3,8,0,6,10,3,8,1,1,3.5,0
1862712,1176,1,8,0,0,0,4,8,0,2,10,3,10,1,1,3.5,0
1862713,1176,0,8,0,0,0,9,4,0,10,28,3,11,1,1,3.5,0
1862714,1176,1,8,0,0,0,7,4,0,20,36,7,11,1,1,3.5,0
1862715,1176,0,8,0,0,0,15,4,0,10,119,67,6,1,1,3.5,0
1862716,1176,1,8,0,0,0,5,4,0,10000,80,7,6,2,1,3.5,0
1862717,1176,1,8,0,0,0,4,8,0,10,18,4,6,1,1,3.5,0
1862718,1176,1,8,0,0,0,4,8,0,2,12,5,6,1,1,3.5,0
1862719,1176,0,1,1,1,5,11,4,0,30,49,32,6,2,1,3.5,0
1862720,1176,1,8,0,0,0,4,8,0,1,10,3,6,1,1,3.5,0
1862721,1176,0,1,1,1,5,23,4,0,40,362,29,6,2,2,7.0,0
1862722,1176,1,8,0,0,0,6,4,0,2,10,3,6,1,1,3.5,0
1862723,1176,0,8,0,0,0,3,8,0,2,10,3,6,1,1,3.5,0
1862724,1176,0,8,0,0,0,10,4,0,6,31,3,6,1,1,3.5,0
1862725,1176,0,3,0,0,0,5,4,0,2,10,0,6,1,0,0.0,0
1862726,1176,0,8,0,0,0,10,4,0,10,42,4,6,1,1,3.5,0
1862727,1176,0,8,0,0,0,13,4,0,10000,50,4,6,1,1,3.5,0
1862728,1176,1,8,0,0,0,6,4,0,200,26,5,6,1,1,3.5,0
1862729,1176,0,1,1,1,5,21,4,0,18,46,24,6,2,1,3.5,0
1862730,1176,1,8,0,0,0,2,0,0,1,11,3,1,1,1,3.5,0
1862731,1176,0,8,0,0,0,20,0,0,4,29,3,4,2,1,3.5,0
1862732,1176,1,8,0,0,0,4,0,0,70,44,6,5,1,1,3.5,0
1862733,1176,1,8,0,0,0,2,0,0,10,21,3,7,1,1,3.5,0
1862734,1176,1,8,0,0,0,2,0,0,3000,76,64,7,2,1,3.5,0
1862735,1176,0,8,0,0,0,4,0,0,5000,23,5,7,2,1,3.5,0
1862736,1176,1,8,0,0,0,5,0,0,1,15,3,8,1,1,3.5,0
1862737,1176,1,8,0,0,0,2,0,0,10,12,4,9,1,1,3.5,0
1862738,1176,1,8,0,0,0,5,0,0,3000,20,6,11,2,1,3.5,0
1862739,1176,0,8,0,0,0,12,0,0,500,26,5,6,2,1,3.5,0
1862740,1176,0,1,1,1,5,3,0,0,2,24,3,6,2,1,3.5,0
1862741,1176,1,8,0,0,0,1,0,0,6,16,4,6,1,1,3.5,0
1862742,1176,1,1,1,1,5,5,8,0,100,157,52,6,3,3,10.5,0
1862743,1176,1,8,0,0,0,1,0,0,2,10,3,6,1,1,3.5,0
1862744,1176,1,8,0,0,0,2,0,0,2,11,4,6,1,1,3.5,0
1862745,1176,1,8,0,0,0,2,0,0,20,10,3,6,1,1,3.5,0
1862746,1176,1,8,0,0,0,1,0,0,20,11,4,6,1,1,3.5,0
1862747,1176,1,8,0,0,0,1,0,0,10,11,3,6,1,1,3.5,0
1862748,1176,1,8,0,0,0,1,0,0,30,15,3,6,1,1,3.5,0
1862749,1176,0,8,0,0,0,2,0,0,100,35,4,1,1,1,3.5,0
1862750,1176,1,8,0,0,0,1,0,0,6,10,3,3,1,1,3.5,0
1862751,1176,1,1,1,1,5,5,0,0,20,14,3,5,2,2,7.0,0
1862752,1176,1,8,0,0,0,6,0,0,30,17,4,6,1,1,3.5,0
1862753,1176,1,8,0,0,0,2,0,0,6,10,3,10,1,1,3.5,0
1862754,1176,1,8,0,0,0,10,0,0,4,14,3,10,1,1,3.5,0
1862755,1176,1,8,0,0,0,2,0,0,30,22,7,3,1,1,3.5,0
1862756,1176,0,1,1,1,5,20,0,0,280,117,96,6,2,2,7.0,0
1862757,1176,1,8,0,0,0,8,0,0,20,13,3,6,1,1,3.5,0
1862758,1176,1,8,0,0,0,1,0,0,4,10,3,6,1,1,3.5,0
1862759,1176,1,8,0,0,0,5,0,0,1,10,3,6,1,1,3.5,0
1862760,1176,1,8,0,0,0,10,0,0,15,22,10,6,1,1,3.5,0
1862761,1176,1,8,0,0,0,2,0,0,10,79,3,6,1,1,3.5,0
1714369,1146,0,1,1,1,5,9,0,1,2,102,3,5,2,1,3.5,0
1862763,1176,1,8,0,0,0,8,0,0,15,16,3,6,1,1,3.5,0
1862764,1176,1,8,0,0,0,15,0,0,10,23,6,6,1,1,3.5,0
1862765,1176,0,1,1,1,5,20,0,0,50,53,32,6,2,1,3.5,0
1862766,1176,1,8,0,0,0,8,0,0,20,17,3,6,1,1,3.5,0
1707576,1146,1,1,1,1,5,1,8,1,8,95,3,7,2,1,3.5,0
1713738,1146,0,1,3,2,2,9,4,1,3,85,3,4,3,1,3.5,0
1862769,1176,1,8,0,0,0,13,8,0,50,59,7,6,1,1,3.5,0
1862770,1176,1,8,0,0,0,4,8,0,2,18,5,6,1,1,3.5,0
1862771,1176,1,8,0,0,0,14,8,0,10,41,5,6,1,1,3.5,0
1711613,1146,0,1,1,1,5,10,0,0,100,243,106,5,2,1,3.5,0
1862773,1176,1,1,0,0,0,4,8,0,15,21,7,6,2,1,3.5,0
1862774,1176,1,1,0,0,0,15,8,0,5,36,3,6,2,1,3.5,0
1862775,1176,1,8,0,0,0,6,8,0,1,10,3,6,2,1,3.5,0
1862776,1176,1,1,0,0,0,6,8,0,10,24,3,6,2,1,3.5,0
1862777,1176,1,1,0,0,0,13,8,0,20,31,3,6,2,1,3.5,0
1723476,1146,1,1,1,1,4,2,1,1,1,48,3,8,3,1,3.5,0
1863059,1176,1,1,5,1,2,1,0,1,1,46,3,10,3,1,3.5,0
1862780,1176,1,8,0,0,0,11,8,0,18,91,11,6,2,1,3.5,0
1862781,1176,1,8,0,0,0,11,8,0,100,32,4,6,1,1,3.5,0
1862782,1176,1,8,0,0,0,21,8,0,200,36,4,6,1,1,3.5,0
1862783,1176,1,8,0,0,0,2,8,0,1,10,3,6,1,1,3.5,0
1862784,1176,1,8,0,0,0,2,8,0,10,20,3,6,1,1,3.5,0
1862785,1176,1,8,0,0,0,2,8,0,2,15,3,6,1,1,3.5,0
1862786,1176,1,8,0,0,0,3,8,0,30,17,3,6,1,1,3.5,0
1862787,1176,1,8,0,0,0,10,8,0,100,27,4,6,1,1,3.5,0
1862788,1176,1,8,0,0,0,2,8,0,25,17,4,6,1,1,3.5,0
1862789,1176,1,8,0,0,0,10,8,0,30,25,5,6,1,1,3.5,0
1862790,1176,1,8,0,0,0,2,8,0,1,10,3,6,1,1,3.5,0
1862791,1176,1,1,0,0,0,13,8,0,20,21,4,6,2,1,3.5,0
1862792,1176,1,8,0,0,0,2,8,0,5,10,3,6,1,1,3.5,0
1862793,1176,1,8,0,0,0,12,0,0,50,71,3,6,1,1,3.5,0
1862794,1176,1,8,0,0,0,6,8,0,4,14,4,6,1,1,3.5,0
1862795,1176,1,8,0,0,0,6,8,0,100,33,4,6,1,1,3.5,0
1862796,1176,1,8,0,0,0,10,8,0,1,26,3,6,2,1,3.5,0
1862797,1176,1,8,0,0,0,8,8,0,30,36,4,6,1,1,3.5,0
1862798,1176,1,8,0,0,0,8,8,0,60,45,27,6,1,1,3.5,0
1862799,1176,1,8,0,0,0,8,0,0,1,10,3,6,1,1,3.5,0
1862800,1176,1,8,0,0,0,12,0,0,10,10,3,6,1,1,3.5,0
1862801,1176,1,8,0,0,0,12,0,0,10,10,3,6,1,1,3.5,0
1862802,1176,1,8,0,0,0,2,8,0,5,10,3,6,1,1,7.0,0
1862803,1176,1,8,0,0,0,4,0,0,50,35,4,6,1,1,3.5,0
1862804,1176,1,8,0,0,0,3,0,0,50,10,3,6,1,1,3.5,0
1862805,1176,1,8,0,0,0,5,0,0,100,33,13,6,1,1,3.5,0
1862806,1176,1,8,0,0,0,3,0,0,100,36,5,6,1,1,3.5,0
1862807,1176,1,8,0,0,0,8,0,0,50,20,5,6,1,1,3.5,0
1862808,1176,1,8,0,0,0,8,8,0,50,19,3,6,1,1,3.5,0
1862809,1176,1,8,0,0,0,8,8,0,1,21,3,6,1,1,3.5,0
1862810,1176,1,8,0,0,0,2,8,0,5,10,3,6,1,1,3.5,0
1862811,1176,1,8,0,0,0,5,0,0,20,12,3,6,1,1,3.5,0
1862812,1176,1,8,0,0,0,6,8,0,100,115,5,6,1,1,3.5,0
1862813,1176,1,8,0,0,0,6,8,0,100,24,8,6,1,1,3.5,0
1862814,1176,1,8,0,0,0,3,8,0,20,18,5,6,1,1,3.5,0
1862815,1176,1,1,1,1,5,12,8,0,30,146,51,6,2,4,14.0,0
1862816,1176,1,8,0,0,0,6,8,0,50,37,8,6,1,1,3.5,0
1862817,1176,1,8,0,0,0,4,0,0,7,10,3,6,1,1,3.5,0
1862818,1176,1,8,0,0,0,4,0,0,1,10,3,6,1,1,3.5,0
1862819,1176,1,8,0,0,0,3,0,0,8,13,3,6,1,1,3.5,0
1862820,1176,1,8,0,0,0,2,0,0,10,10,3,6,1,1,3.5,0
1862821,1176,1,8,0,0,0,4,0,0,8,10,3,6,1,1,3.5,0
1862822,1176,1,8,0,0,0,10,0,0,30,28,7,6,1,1,3.5,0
1862823,1176,1,8,0,0,0,6,0,0,35,24,11,6,1,1,3.5,0
1862824,1176,1,8,0,0,0,9,8,0,40,34,6,6,1,1,3.5,0
1862825,1176,1,8,0,0,0,9,0,0,30,12,3,6,1,1,3.5,0
1862826,1176,1,1,1,1,3,7,8,0,1,15,5,6,2,1,3.5,0
1862827,1176,1,8,0,0,0,10,0,0,50,40,17,6,1,1,3.5,0
1862828,1176,1,8,0,0,0,12,0,0,30,26,4,6,1,1,3.5,0
1862829,1176,1,8,0,0,0,13,8,0,40,49,7,6,1,1,3.5,0
1862830,1176,1,8,0,0,0,10,0,0,150,18,4,6,1,1,3.5,0
1862831,1176,1,1,1,1,5,10,8,0,15,48,10,6,2,1,3.5,0
1862832,1176,1,8,0,0,0,6,8,0,10,19,5,6,1,1,3.5,0
1862833,1176,1,8,0,0,0,7,8,0,50,23,10,6,1,1,3.5,0
1862834,1176,1,8,0,0,0,3,0,0,100,13,5,6,1,1,3.5,0
1862835,1176,1,8,0,0,0,1,0,0,15,10,3,6,1,1,3.5,0
1862836,1176,1,8,0,0,0,4,8,0,10,24,5,6,1,1,3.5,0
1862837,1176,1,8,0,0,0,10,0,0,50,19,3,6,1,1,3.5,0
1862838,1176,1,8,0,0,0,3,0,0,20,10,3,6,1,1,3.5,0
1862839,1176,1,8,0,0,0,3,8,0,2,12,4,6,1,1,3.5,0
1862840,1176,1,8,0,0,0,4,0,0,1,10,3,6,1,1,3.5,0
1862841,1176,1,3,0,0,0,1,8,0,1,11,3,6,2,1,3.5,0
1862842,1176,0,8,0,0,0,5,0,0,250,19,3,6,1,1,3.5,0
1862843,1176,0,1,1,1,5,1,2,0,20,194,12,1,1,1,3.5,0
1862844,1176,1,8,0,0,0,6,1,0,50,13,4,3,1,1,3.5,0
1862845,1176,1,8,0,0,0,7,1,0,40,27,7,4,1,1,3.5,0
1862846,1176,1,8,0,0,0,2,1,0,5,10,3,7,1,1,3.5,0
1862847,1176,1,1,1,-1,3,2,1,0,2,10,3,9,1,1,3.5,0
1862848,1176,1,8,0,0,0,3,1,0,3,10,3,6,1,1,3.5,0
1862849,1176,0,2,0,0,0,15,0,0,10,214,20,8,3,2,7.0,0
1862850,1176,1,8,0,0,0,10,8,0,5,20,4,11,1,1,3.5,0
1862851,1176,1,8,0,0,0,15,8,0,10,32,4,6,1,1,3.5,0
1862852,1176,1,8,0,0,0,10,8,0,40,34,6,6,1,1,3.5,0
1862853,1176,0,8,0,0,0,1,0,0,4,10,5,6,2,1,3.5,0
1862854,1176,0,8,0,0,0,1,0,0,6,10,4,6,2,1,3.5,0
1862855,1176,0,8,0,0,0,1,0,0,100,28,4,6,2,1,3.5,0
1862856,1176,1,8,0,0,0,3,0,0,10,11,4,6,2,1,3.5,0
1862857,1176,0,8,0,0,0,2,0,0,100,22,5,6,2,1,3.5,0
1862858,1176,1,1,1,1,5,4,0,0,15,16,9,6,2,2,7.0,0
1862859,1176,0,8,0,0,0,3,0,0,16,25,5,6,2,1,3.5,0
1862860,1176,1,8,0,0,0,6,0,0,36,16,6,6,1,1,3.5,0
1862861,1176,1,8,0,0,0,1,0,0,8,10,3,6,1,1,3.5,0
1862862,1176,0,8,0,0,0,2,0,0,150,25,6,6,2,1,3.5,0
1862863,1176,1,8,0,0,0,2,0,0,10,15,7,6,1,1,3.5,0
1862864,1176,1,8,0,0,0,1,0,0,5,10,4,6,2,1,3.5,0
1862865,1176,1,8,0,0,0,20,0,0,100,52,11,6,2,1,3.5,0
1862866,1176,1,8,0,0,0,4,0,0,1000,21,3,6,2,1,3.5,0
1862867,1176,1,8,0,0,0,2,0,0,5,10,4,6,1,1,3.5,0
1862868,1176,1,8,0,0,0,2,0,0,10,10,3,6,1,1,3.5,0
1862869,1176,1,8,0,0,0,2,0,0,2,10,3,6,1,1,3.5,0
1862870,1176,1,8,0,0,0,2,0,0,100,10,4,6,1,1,3.5,0
1862871,1176,1,8,0,0,0,3,0,0,15,11,3,6,1,1,3.5,0
1862872,1176,0,1,1,1,5,35,4,0,48,76,10,6,2,2,7.0,0
1862873,1176,0,8,0,0,0,2,0,0,4,68,4,6,2,1,3.5,0
1862874,1176,1,8,1,1,4,3,2,0,4,15,9,8,1,1,3.5,0
1862875,1176,0,8,0,0,0,15,4,0,1,19,3,6,1,1,3.5,0
1862876,1176,0,8,0,0,0,5,2,0,150,33,5,5,2,1,3.5,0
1862877,1176,1,8,0,0,0,2,0,0,30,22,17,12,1,1,3.5,0
1862878,1176,1,8,0,0,0,12,8,0,30,44,8,6,1,1,3.5,0
1862879,1176,1,8,0,0,0,3,0,0,3,15,4,2,1,1,3.5,0
1862880,1176,1,2,0,0,0,3,0,0,6,12,3,3,1,1,3.5,0
1862881,1176,1,8,0,0,0,1,0,0,12,16,5,8,2,1,3.5,0
1862882,1176,1,8,0,0,0,2,1,0,5,13,4,9,1,1,3.5,0
1862883,1176,1,8,0,0,0,1,0,0,6,13,3,7,1,1,3.5,0
1862884,1176,1,8,0,0,0,1,0,0,15,19,7,7,1,1,3.5,0
1862885,1176,0,1,1,1,5,4,0,0,1,13,3,7,2,1,3.5,0
1862886,1176,1,1,1,1,5,2,1,0,12,49,19,7,2,1,3.5,0
1862887,1176,1,1,1,1,5,4,1,0,100,105,69,7,5,3,10.5,0
1862888,1176,0,8,0,0,0,4,0,0,4,16,3,7,1,1,3.5,0
1862889,1176,1,1,1,1,3,1,0,0,1,25,12,7,2,1,3.5,0
1862890,1176,1,8,0,0,0,5,0,0,2,16,3,7,1,1,3.5,0
1862891,1176,1,1,1,1,5,4,0,0,15,43,26,7,2,2,7.0,0
1862892,1176,1,8,0,0,5,7,0,0,2,16,3,7,1,1,3.5,0
1862893,1176,0,8,0,0,0,12,4,0,2,1126,886,3,2,2,23.5,0
1862894,1176,0,1,1,1,5,6,0,0,6,17,5,10,1,1,3.5,0
1862895,1176,1,8,0,0,0,1,0,0,2,10,3,1,1,1,3.5,0
1862896,1176,0,1,1,1,5,1,0,0,56,29,5,3,3,2,7.0,0
1862897,1176,0,1,1,1,5,1,0,0,3,10,3,7,3,1,3.5,0
1862898,1176,1,1,1,1,5,5,0,0,2,17,3,7,2,1,3.5,0
1862899,1176,0,1,1,1,3,2,0,0,20,40,3,7,2,2,7.0,0
1862900,1176,0,1,1,1,3,1,0,0,40,13,3,7,2,2,7.0,0
1862901,1176,0,1,1,1,5,7,1,0,9,24,14,4,1,1,3.5,0
1862902,1176,0,2,0,0,0,2,1,0,3,16,10,7,2,1,3.5,0
1862903,1176,1,1,1,1,5,6,1,0,35,23,7,7,2,1,3.5,0
1862904,1176,0,1,1,1,5,7,8,0,20,40,10,5,1,1,3.5,0
1862905,1176,0,8,0,0,0,12,4,0,40,38,5,6,1,1,3.5,0
1862906,1176,0,1,1,1,5,3,4,0,4,10,3,9,2,2,7.0,0
1862907,1176,0,8,0,0,0,8,4,0,10,25,3,7,1,1,3.5,0
1862908,1176,0,1,1,1,5,3,4,0,30,24,10,7,2,2,7.0,0
1862909,1176,0,1,1,1,5,46,4,0,70,79,10,7,3,2,7.0,0
1862910,1176,0,1,1,1,5,16,4,0,24,87,70,7,1,2,7.0,0
1862911,1176,1,1,0,0,2,3,0,0,4,12,5,2,2,1,3.5,0
1862912,1176,0,8,0,0,0,5,0,0,25,39,8,9,1,1,3.5,0
1862913,1176,1,8,0,0,0,1,0,0,15,13,3,11,1,1,3.5,0
1862914,1176,0,8,0,0,0,4,0,0,30,19,6,7,1,1,3.5,0
1862915,1176,1,8,0,0,0,2,0,0,6,13,3,7,1,1,3.5,0
1862916,1176,1,8,0,0,0,3,0,0,9,13,3,7,1,1,3.5,0
1862917,1176,1,8,0,0,0,2,0,0,4,10,3,7,1,1,3.5,0
1862918,1176,1,8,0,0,3,1,0,0,20,11,5,7,1,1,3.5,0
1862919,1176,1,8,0,0,0,1,0,0,8,20,5,7,1,1,3.5,0
1862920,1176,1,8,0,0,0,1,0,0,5,10,3,7,1,1,3.5,0
1862921,1176,1,8,0,0,0,1,0,0,4,14,8,7,1,1,3.5,0
1862922,1176,1,8,0,0,0,2,0,0,5,13,3,7,1,1,3.5,0
1862923,1176,1,1,1,1,5,3,2,0,50,39,5,7,2,2,7.0,0
1862924,1176,1,8,0,0,0,15,0,0,8,69,9,7,2,1,3.5,0
1862925,1176,1,1,1,1,5,12,0,0,39,45,31,2,2,2,7.0,0
1862926,1176,1,8,0,0,0,1,0,0,10,10,5,6,1,1,3.5,0
1862927,1176,1,8,0,0,0,3,0,0,50,25,7,7,1,1,3.5,0
1862928,1176,1,1,1,1,5,5,0,0,18,12,5,7,2,2,7.0,0
1862929,1176,1,3,0,0,0,13,0,0,1,16,3,7,1,1,3.5,0
1862930,1176,1,8,0,0,0,3,0,0,15,15,10,7,1,1,3.5,0
1862931,1176,0,1,1,1,5,1,0,0,4,16,13,7,3,1,3.5,0
1862932,1176,1,1,1,1,5,6,0,0,15,25,19,7,2,2,7.0,0
1862933,1176,1,8,0,0,0,12,0,0,10,24,7,7,1,1,3.5,0
1862934,1176,0,3,0,0,0,15,0,0,6,10,0,7,0,0,0.0,0
1862935,1176,1,8,0,0,0,3,0,0,5,11,3,8,1,1,3.5,0
1862936,1176,1,1,1,1,5,5,0,0,74,57,43,7,2,2,7.0,0
1862937,1176,0,1,1,-1,5,3,0,0,6,14,3,7,1,1,3.5,0
1862938,1176,0,1,1,-1,5,14,0,0,20,44,19,7,1,1,3.5,0
1862939,1176,1,8,0,0,0,1,8,0,90,57,4,4,1,1,3.5,0
1862940,1176,1,8,0,0,0,3,8,0,10,20,3,4,1,1,3.5,0
1862941,1176,1,8,0,0,0,3,8,0,1,10,3,5,1,1,3.5,0
1862942,1176,1,8,0,0,0,12,0,0,200,42,4,4,1,1,3.5,0
1862943,1176,1,8,0,0,0,10,8,0,200,19,4,4,1,1,3.5,0
1862944,1176,1,8,0,0,0,5,0,0,1,14,6,4,1,1,3.5,0
1710678,1146,1,1,2,2,3,11,3,1,1,45,3,12,3,1,3.5,0
1862946,1176,1,8,0,0,0,4,8,0,5,12,3,1,1,1,3.5,0
1862947,1176,1,8,0,0,0,4,8,0,10,19,3,3,1,1,3.5,0
1862948,1176,1,8,0,0,0,4,8,0,2,10,3,3,1,1,3.5,0
1862949,1176,1,3,0,0,0,3,8,0,10,46,23,4,1,1,3.5,0
1862950,1176,1,8,0,0,0,6,8,0,50,67,3,4,1,1,7.0,0
1862951,1176,1,8,0,0,0,5,8,0,3,13,4,6,1,1,3.5,0
1862952,1176,1,1,0,0,0,6,8,0,1,15,5,6,1,1,3.5,0
1862953,1176,1,1,1,1,5,10,8,0,15,68,7,7,2,2,7.0,0
1862954,1176,1,8,0,0,0,6,8,0,10,61,5,7,1,1,3.5,0
1862955,1176,1,8,0,0,0,4,8,0,3,10,3,7,1,1,3.5,0
1862956,1176,1,8,0,0,0,2,8,0,15,19,3,7,1,1,3.5,0
1862957,1176,1,8,0,0,0,12,8,0,15,27,6,10,1,1,3.5,0
1862958,1176,1,8,0,0,0,4,8,0,1,10,3,10,1,1,3.5,0
1862959,1176,1,8,0,0,0,15,8,0,30,54,8,10,1,1,3.5,0
1862960,1176,1,8,0,0,0,8,8,0,5,22,3,10,1,1,3.5,0
1712986,1146,0,1,1,1,4,8,0,1,1,43,3,5,3,1,3.5,0
1862962,1176,1,8,0,0,0,3,8,0,2,11,3,7,1,1,3.5,0
1862963,1176,1,3,0,0,0,3,8,0,5,22,17,7,1,1,3.5,0
1862964,1176,1,8,0,0,0,9,8,0,20,28,3,9,1,1,3.5,0
1862965,1176,1,8,0,0,0,3,8,0,1,10,3,9,1,1,3.5,0
1862966,1176,1,8,0,0,0,3,8,0,20,30,6,9,1,1,3.5,0
1862967,1176,1,8,0,0,0,3,0,0,100,31,8,9,1,1,3.5,0
1862968,1176,1,8,0,0,0,4,8,0,1,15,4,11,1,1,3.5,0
1862969,1176,1,8,0,0,0,1,8,0,2,10,3,11,1,1,3.5,0
1862970,1176,1,8,0,0,0,3,8,0,10,14,3,7,1,1,3.5,0
1862971,1176,1,8,0,0,0,1,8,0,50,36,4,7,1,1,3.5,0
1862972,1176,1,8,0,0,0,6,8,0,10,43,4,7,1,1,3.5,0
1862973,1176,1,8,0,0,0,4,8,0,5,16,4,7,1,1,3.5,0
1862974,1176,1,8,0,0,0,1,8,0,1,10,3,7,1,1,3.5,0
1862975,1176,1,8,0,0,0,4,8,0,30,45,3,7,1,1,3.5,0
1714203,1146,1,1,2,1,2,4,0,1,2,42,3,4,7,1,3.5,0
1721684,1146,1,1,5,3,2,3,0,1,2,41,3,10,4,1,3.5,0
1723479,1146,1,1,11,7,2,1,1,1,1,35,3,8,5,1,3.5,0
1862979,1176,1,8,0,0,0,10,8,0,30,27,5,7,1,1,3.5,0
1723502,1146,1,1,17,11,2,3,8,1,1,34,3,12,7,1,3.5,0
1862981,1176,1,1,5,2,2,5,8,0,2,18,5,7,3,1,3.5,0
1719148,1146,1,1,3,2,3,13,0,1,8,34,3,9,3,1,3.5,0
1862983,1176,1,8,0,0,0,8,8,0,1,10,3,7,1,1,3.5,0
1862984,1176,1,1,1,1,5,12,0,0,40,44,9,7,2,2,7.0,0
1862985,1176,1,8,0,0,0,3,8,0,50,32,8,6,1,1,3.5,0
1862986,1176,1,1,1,1,5,15,8,0,20,38,12,6,2,2,7.0,0
1862987,1176,1,8,0,0,0,18,8,0,500,90,4,7,1,1,3.5,0
1862988,1176,1,8,0,0,0,3,8,0,1,10,3,7,1,1,3.5,0
1862989,1176,1,8,0,0,0,9,8,0,100,32,5,7,1,1,3.5,0
1862990,1176,1,8,0,0,0,6,8,0,1,11,3,7,1,1,3.5,0
1862991,1176,1,8,0,0,0,6,8,0,15,25,3,7,1,1,3.5,0
1862992,1176,1,8,0,0,0,9,8,0,100,63,6,7,1,1,3.5,0
1862993,1176,0,2,0,0,0,2,0,0,60,93,78,6,1,1,3.5,0
1862994,1176,0,8,0,0,0,27,0,0,1,32,3,9,1,1,3.5,0
1862995,1176,0,8,0,0,0,3,0,0,1,10,3,10,1,1,3.5,0
1862996,1176,1,1,1,1,5,5,0,0,20,14,3,11,2,2,7.0,0
1862997,1176,0,1,1,1,5,7,0,0,70,31,3,7,3,2,7.0,0
1862998,1176,0,3,0,0,0,5,0,0,8,16,5,7,1,1,3.5,0
1862999,1176,1,1,1,1,5,1,0,0,12,12,6,3,2,1,3.5,0
1863000,1176,0,8,0,0,0,2,0,0,12,10,3,7,1,1,3.5,0
1863001,1176,0,1,1,1,5,1,0,0,5,45,4,10,1,1,3.5,0
1863002,1176,0,1,1,1,5,1,0,0,24,52,35,7,3,2,7.0,0
1863003,1176,0,8,0,0,0,3,2,0,1,10,3,7,1,1,3.5,0
1863004,1176,0,1,1,1,5,24,2,0,1,28,3,7,3,1,3.5,0
1863005,1176,1,8,0,0,0,3,0,0,7,10,3,5,1,1,3.5,0
1863006,1176,1,8,0,0,0,1,0,0,20,10,3,7,1,1,3.5,0
1863007,1176,1,8,0,0,0,3,0,0,6,12,3,9,1,1,3.5,0
1863008,1176,1,8,0,0,0,3,0,0,2,10,3,9,1,1,3.5,0
1863009,1176,1,1,5,2,5,3,0,0,10,11,3,7,3,1,3.5,0
1863010,1176,1,8,0,0,0,5,0,0,3,15,6,7,1,1,3.5,0
1863011,1176,1,1,5,4,5,3,0,0,1,10,3,7,3,1,3.5,0
1863012,1176,1,9,0,0,0,0,0,0,0,10,0,7,0,0,0.0,0
1863013,1176,1,1,5,1,5,8,0,0,2,17,3,7,2,1,3.5,0
1863014,1176,1,1,5,2,5,4,0,0,7,30,7,7,3,1,3.5,0
1863015,1176,1,1,9,6,5,4,0,0,24,26,4,7,3,1,3.5,0
1863016,1176,1,8,0,0,0,3,0,0,40,10,3,7,1,1,3.5,0
1863017,1176,1,3,0,0,0,3,0,0,5,10,3,7,1,1,3.5,0
1863018,1176,0,1,1,1,5,2,0,0,8,33,16,10,2,1,3.5,0
1863019,1176,0,8,0,0,0,10,1,0,10,16,3,7,1,1,3.5,0
1863020,1176,0,1,1,1,5,7,0,0,30,36,8,7,4,1,3.5,0
1863021,1176,1,8,0,0,0,2,0,0,1,10,3,7,1,1,3.5,0
1863022,1176,1,8,0,0,0,1,0,0,2,10,5,1,1,1,3.5,0
1863023,1176,1,8,0,0,0,4,0,0,2,11,3,3,1,1,3.5,0
1863024,1176,1,8,0,0,0,2,0,0,5,10,3,4,1,1,3.5,0
1863025,1176,1,8,0,0,0,4,0,0,5,15,3,5,1,1,3.5,0
1863026,1176,1,8,0,0,0,4,0,0,6,11,3,9,1,1,3.5,0
1863027,1176,1,1,1,1,5,4,0,0,36,164,49,7,3,3,10.5,0
1863028,1176,0,1,1,1,5,1,0,0,2,38,3,7,2,3,10.5,0
1863029,1176,1,1,4,-1,2,2,0,0,4,10,3,7,3,1,3.5,0
1863030,1176,1,1,1,-1,3,7,0,0,12,26,7,7,1,1,3.5,0
1863031,1176,0,8,0,0,0,4,0,0,3,10,3,7,1,1,7.0,0
1863032,1176,1,1,1,-1,5,17,0,0,70,47,29,12,3,2,7.0,0
1863033,1176,0,8,0,0,0,5,0,0,1,10,3,11,1,1,3.5,0
1863034,1176,0,8,0,0,0,2,0,0,7,10,4,7,1,1,3.5,0
1863035,1176,0,1,1,1,5,2,1,0,50,62,27,7,2,2,7.0,0
1863036,1176,0,1,1,1,5,3,1,0,40,25,18,7,3,2,7.0,0
1863037,1176,1,1,1,1,5,3,0,0,12,16,9,7,2,1,3.5,0
1863038,1176,1,8,0,0,0,2,0,0,64,30,22,11,1,1,3.5,0
