F1;F6;F193;F12;F14;F15;F16;F26;F72;F99;S;Busy;Exting;Decade;Car;Nozzle;Flow;Long
1144;1;1;2;1;1;5;4;1;0;20;76;24;2;2;2;7;0
1144;1;1;1;1;1;3;3;1;0;3;269;46;2;1;2;7;0
1144;1;1;1;1;1;3;2;1;0;43;152;42;3;1;2;7;0
1144;1;0;6;0;0;0;2;0;0;10;25;10;1;1;1;3,5;0
1144;1;1;1;1;1;3;2;0;1;20;37;12;1;8;2;7;0
1144;1;2;2;5;-1;2;4;0;0;1;11;0;1;6;0;0;0
1144;1;1;1;1;1;5;3;0;0;20;25;7;1;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;14;3;1;2;1;7;0
1144;1;0;6;0;0;0;3;0;0;2;12;3;1;1;1;7;0
1144;1;0;6;0;0;0;3;0;0;1;12;3;1;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;2;10;3;1;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;12;3;2;1;1;3,5;0
1144;1;2;2;5;-1;2;3;0;0;1;10;3;2;4;2;7;0
1144;1;0;6;0;0;0;1;0;0;2;10;3;2;1;1;7;0
1144;1;0;6;0;0;0;2;0;0;1;13;5;2;1;1;3,5;0
1144;1;2;2;5;-1;2;2;0;1;1;16;4;2;3;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;10;3;2;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;2;12;3;2;1;1;3,5;0
1144;1;2;2;2;2;4;3;0;1;10;105;13;2;7;2;7;0
1144;1;2;2;5;-1;2;2;0;1;2;17;6;2;3;1;3,5;0
1144;1;1;2;1;1;5;3;0;0;20;16;5;2;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;2;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;10;3;2;1;1;3,5;0
1144;1;1;2;1;1;5;3;0;1;50;171;13;2;3;3;10,5;0
1144;1;1;1;1;1;5;3;0;0;1;10;0;3;2;0;0;0
1144;1;0;6;0;0;0;3;0;0;1;11;3;1;1;1;7;0
1144;1;0;6;1;1;5;2;0;0;1;10;0;3;2;0;0;0
1144;1;0;6;0;0;0;3;0;0;3;10;0;3;1;0;0;0
1144;1;0;6;0;0;0;3;0;0;2;12;0;3;1;0;0;0
1144;1;1;1;1;1;5;2;0;1;15;111;12;3;2;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;3;1;1;3,5;0
1144;1;1;2;1;1;5;4;0;0;5;79;0;3;1;0;0;0
1144;1;0;6;0;0;0;3;0;0;3;23;3;3;1;1;3,5;0
1144;1;1;3;1;1;5;3;0;1;20;27;3;3;2;1;3,5;0
1144;1;0;5;0;0;0;4;0;1;2;17;4;3;2;1;3,5;0
1144;1;2;2;5;2;2;2;0;0;1;10;0;3;2;0;0;0
1144;1;1;1;1;1;5;1;0;1;3;48;4;3;2;1;3,5;0
1144;1;2;2;9;8;2;2;0;0;2;10;0;3;4;0;0;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;1;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;2;10;3;1;1;1;3,5;0
1144;0;1;2;1;1;4;3;0;0;56;163;13;2;1;1;3,5;0
1144;1;1;2;1;1;4;4;0;1;30;75;18;3;1;1;3,5;0
1144;1;1;2;1;1;4;5;0;1;96;150;107;3;2;2;7;0
1144;1;0;6;0;0;0;3;0;0;80;38;6;4;1;1;3,5;0
1144;1;1;2;1;1;3;2;0;1;40;45;12;3;1;2;7;0
1144;1;1;2;5;5;2;1;0;0;6;17;10;3;1;1;3,5;0
1144;1;0;3;1;1;5;1;0;0;15;32;7;3;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;4;10;3;3;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;4;10;0;3;1;0;0;0
1144;1;0;6;0;0;0;3;0;0;3;15;4;1;1;1;3,5;0
1144;1;0;5;0;0;0;1;0;1;2;12;8;1;2;1;3,5;0
1144;1;2;2;5;4;3;3;0;1;30;35;4;3;7;2;7;0
1144;1;2;2;4;4;3;3;0;1;2;52;19;2;1;1;3,5;0
1144;1;1;2;1;1;3;2;0;0;20;23;13;6;1;2;7;0
1144;1;1;1;1;1;5;2;0;1;20;126;13;4;2;2;7;0
1144;1;0;6;0;0;0;1;0;0;1;10;0;4;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;4;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;3;10;3;4;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;1;60;78;13;4;2;3;10,5;0
1144;1;3;4;1;1;2;2;0;1;20;33;13;4;10;2;7;0
1144;1;0;6;0;0;0;2;0;0;2;11;3;4;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;2;11;3;4;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;10;0;4;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;2;15;5;4;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;2;10;0;4;1;0;0;0
1144;1;2;2;5;3;2;1;0;1;5;11;5;4;3;1;3,5;0
1144;1;1;1;1;1;5;2;0;0;12;22;12;4;2;1;7;0
1144;1;0;6;0;0;0;4;0;0;4;25;8;4;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;3;15;3;5;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;3;16;4;5;1;1;3,5;0
1144;1;1;2;1;1;5;2;0;1;24;110;13;5;6;3;10,5;0
1144;1;1;2;1;1;5;2;0;1;50;111;13;5;3;3;10,5;0
1144;1;0;6;0;0;0;3;0;0;1;12;3;5;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;24;68;8;5;2;1;3,5;0
1144;1;2;2;5;5;2;2;0;1;2;10;3;5;8;3;10,5;0
1144;1;0;6;0;0;0;1;0;1;10;31;3;5;4;1;3,5;0
1144;1;2;2;5;4;2;2;0;1;14;61;7;5;9;2;7;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;5;1;1;3,5;0
1144;1;2;2;5;2;2;2;0;0;1;10;3;5;3;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;5;26;3;5;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;3;66;14;5;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;18;4;6;1;1;3,5;0
1144;1;1;2;1;1;5;2;0;1;80;95;15;6;3;2;7;0
1144;1;1;3;2;1;3;2;0;1;60;211;35;6;4;3;10,5;0
1144;1;3;4;1;1;2;2;0;0;20;18;3;6;2;2;7;0
1144;1;1;2;1;1;5;2;0;0;1;18;3;6;2;1;3,5;0
1144;1;1;3;5;2;2;2;0;0;1;10;3;6;1;1;3,5;0
1144;1;1;3;5;2;2;2;0;0;1;10;3;6;1;1;3,5;0
1144;1;1;2;1;1;5;3;0;1;40;166;13;6;3;3;10,5;0
1144;1;2;2;5;3;2;2;0;1;9;17;8;6;3;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;6;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;5;15;3;6;1;1;3,5;0
1144;1;2;2;5;2;2;2;9;0;1;10;0;6;0;0;0;0
1144;1;1;1;1;1;5;3;0;0;12;38;12;6;2;1;3,5;0
1144;1;2;2;5;1;2;2;6;0;15;12;3;6;3;1;3,5;0
1144;1;1;2;1;1;5;5;0;0;15;80;13;6;1;1;3,5;0
1144;1;1;1;1;1;3;1;0;0;16;10;3;4;1;1;3,5;0
1144;1;2;2;4;2;2;1;0;1;3;10;4;4;1;1;3,5;0
1144;1;2;2;4;2;2;1;0;0;3;10;0;5;1;0;0;0
1144;1;0;6;0;0;0;1;0;0;25;61;36;5;1;1;3,5;0
1144;1;2;2;5;4;3;3;0;1;6;31;12;6;1;1;3,5;0
1144;1;2;2;5;-1;2;1;3;0;3;10;0;6;1;0;0;0
1144;0;0;5;0;0;0;12;0;0;2;29;8;4;1;1;3,5;0
1144;1;1;2;5;5;4;5;0;1;2;10;3;4;2;2;7;0
1144;1;1;2;4;4;4;2;0;1;32;60;10;5;2;2;7;0
1144;1;0;6;0;0;0;3;0;0;2;12;3;6;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;6;1;1;3,5;0
1144;0;0;5;0;0;0;12;0;0;3;40;3;6;1;1;3,5;0
1144;1;1;1;1;1;4;11;0;0;6;31;13;5;1;1;3,5;0
1144;1;1;2;1;1;2;3;0;0;20;217;13;6;1;1;3,5;0
1144;1;2;2;5;2;2;2;9;0;1;10;0;6;0;0;0;0
1144;1;0;6;0;0;0;3;0;0;2;33;7;7;1;1;3,5;0
1144;1;1;2;1;1;5;5;0;1;30;71;13;6;3;1;3,5;0
1144;1;2;2;5;3;2;3;0;0;1;10;3;7;1;1;3,5;0
1144;1;1;3;5;1;2;2;0;0;1;10;3;7;1;1;3,5;0
1144;1;1;3;5;1;2;2;0;0;3;20;10;7;1;1;3,5;0
1144;1;1;3;5;1;2;2;0;0;3;25;13;7;1;1;3,5;0
1144;1;2;2;5;1;2;3;0;1;2;19;8;7;3;1;3,5;0
1144;1;1;2;1;1;4;4;0;1;36;74;13;7;4;2;7;0
1144;1;1;2;1;1;5;2;0;1;6;39;8;7;5;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;20;117;6;7;2;2;7;0
1144;1;2;2;5;-1;2;2;0;0;4;10;3;7;9;2;7;0
1144;1;1;1;1;1;5;3;0;0;2;85;69;7;2;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;6;32;13;7;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;6;80;13;7;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;10;29;7;7;1;1;3,5;0
1144;1;2;2;5;5;2;2;0;1;2;10;3;7;6;1;3,5;0
1144;1;1;1;1;1;5;2;0;0;12;30;5;7;8;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;11;3;7;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;4;82;15;8;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;9;33;9;8;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;1;10;3;8;3;1;3,5;0
1144;1;2;2;5;4;2;1;0;0;2;10;3;8;7;2;7;0
1144;1;0;5;0;0;0;3;0;0;4;32;13;8;2;1;3,5;0
1144;1;1;2;1;1;4;3;0;0;5;69;4;8;2;1;3,5;0
1144;1;1;2;1;1;4;2;0;0;20;39;13;8;4;2;7;0
1144;1;0;6;0;0;0;2;0;0;1;10;3;8;2;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;3;40;13;8;2;1;3,5;0
1144;1;1;2;1;1;4;4;0;1;3;57;12;8;3;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;10;3;8;1;1;3,5;0
1144;1;1;3;5;1;2;2;0;0;4;19;8;8;1;1;3,5;0
1144;1;2;2;5;1;2;2;0;1;10;38;13;8;3;1;3,5;0
1144;1;2;2;5;2;2;2;0;1;2;38;14;8;6;1;3,5;0
1144;1;2;1;1;1;2;2;0;0;2;40;13;8;3;1;3,5;0
1144;1;2;2;5;5;2;1;0;0;1;10;3;8;3;1;3,5;0
1144;1;2;2;5;-1;2;2;0;0;1;10;3;8;3;1;3,5;0
1144;1;1;2;1;1;5;6;0;0;1;16;3;9;2;1;3,5;0
1144;1;1;1;1;1;4;3;0;0;3;66;13;9;1;1;3,5;0
1144;1;1;3;5;1;2;2;0;0;12;55;14;9;2;1;3,5;0
1144;1;1;2;1;1;4;3;0;0;12;81;13;9;1;1;3,5;0
1144;1;2;2;5;3;2;2;0;1;12;38;13;9;8;1;3,5;0
1144;1;2;2;5;3;2;2;0;0;2;10;3;9;3;1;3,5;0
1144;1;1;2;1;1;5;3;0;0;18;31;4;9;2;1;3,5;0
1144;1;2;2;5;3;2;2;0;1;10;64;4;9;3;1;3,5;0
1144;1;1;2;1;1;5;2;0;1;60;410;38;9;5;3;10,5;0
1144;1;1;1;1;1;5;3;0;0;4;24;13;9;2;2;7;0
1144;1;0;5;0;0;0;1;0;1;2;30;13;9;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;3;10;3;7;1;1;3,5;0
1144;1;0;5;0;0;0;2;0;0;3;22;7;7;1;1;3,5;0
1144;0;1;2;3;2;4;2;0;1;2;14;6;7;2;2;7;0
1144;0;0;6;0;0;0;10;0;0;1;13;3;7;1;1;3,5;0
1144;0;0;6;0;0;0;2;0;0;15;20;12;7;1;1;3,5;0
1144;1;1;2;1;1;4;3;0;1;5;186;11;8;2;2;7;0
1144;0;1;2;1;1;4;2;0;1;85;70;13;8;2;2;7;0
1144;1;1;9;0;0;5;3;0;1;12;19;13;8;2;2;7;0
1144;1;2;2;5;-1;2;3;0;0;1;10;3;9;1;1;3,5;0
1144;1;1;6;1;1;5;3;0;1;1;17;7;9;2;2;7;0
1144;1;1;1;1;1;4;2;0;1;750;335;12;9;2;2;7;0
1144;1;0;6;0;0;0;2;0;0;1;35;7;9;1;1;3,5;0
1144;1;1;2;1;1;5;1;0;0;19;141;9;8;1;1;3,5;0
1144;1;1;1;1;1;4;1;0;0;16;12;6;7;1;1;3,5;0
1144;1;1;1;1;1;5;1;0;0;2;10;3;8;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;25;49;30;8;1;1;3,5;0
1144;1;1;1;1;1;2;1;0;0;1;94;12;9;1;1;3,5;0
1144;1;2;2;5;1;2;1;0;0;6;55;13;7;1;1;3,5;0
1144;1;0;5;0;0;0;1;0;0;3;20;4;8;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;4;43;34;8;1;1;3,5;0
1144;1;2;2;5;1;2;3;0;0;2;11;3;9;1;1;3,5;0
1144;0;1;2;1;1;5;130;9;0;8;10;0;9;0;0;0;0
1144;1;2;2;5;5;2;1;0;0;1;29;3;7;1;1;3,5;0
1144;1;1;2;4;1;3;3;0;0;9;163;135;8;2;2;7;0
1144;1;2;2;5;1;2;2;0;1;18;48;22;10;7;1;3,5;0
1144;1;1;1;2;1;5;2;0;1;4;70;13;10;3;2;7;0
1144;1;0;5;0;0;0;3;0;0;1;10;0;10;2;0;0;0
1144;1;0;6;0;0;0;2;0;0;1;13;5;10;1;1;3,5;0
1144;1;1;2;1;1;5;2;0;1;2;28;13;10;2;1;3,5;0
1144;1;0;5;0;0;0;1;0;0;2;25;3;10;2;1;3,5;0
1144;1;1;1;1;1;5;1;0;0;1;23;0;10;2;0;0;0
1144;1;1;1;1;1;5;2;0;1;48;115;13;10;3;3;10,5;0
1144;1;0;5;0;0;0;1;0;0;4;36;4;11;2;2;7;0
1144;1;1;2;1;1;5;2;0;1;40;101;13;11;2;1;3,5;0
1144;1;1;1;1;1;5;2;0;1;10;56;11;11;2;1;3,5;0
1144;1;1;2;1;1;4;4;0;1;60;200;13;11;4;3;10,5;0
1144;1;0;6;0;0;0;3;0;0;5;10;3;11;1;1;3,5;0
1144;1;2;2;5;1;2;1;0;0;2;16;7;11;3;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;20;88;12;11;3;2;7;0
1144;1;2;2;5;1;2;3;0;0;1;12;3;11;8;1;3,5;0
1144;1;0;6;0;0;0;5;0;0;3;12;4;11;1;1;3,5;0
1144;1;2;2;5;-1;2;2;0;1;3;40;13;11;8;1;3,5;0
1144;1;0;5;0;0;0;2;0;0;100;202;21;12;3;3;27;0
1144;1;1;2;1;1;5;3;0;1;100;116;13;11;2;1;3,5;0
1144;1;0;3;1;1;5;3;0;0;4;17;5;10;1;1;3,5;0
1144;1;1;2;5;5;4;2;0;1;40;265;212;10;2;2;7;0
1144;0;1;2;1;1;5;3;0;1;15;34;10;10;2;2;7;0
1144;1;1;2;1;1;4;3;0;0;1;64;9;11;2;2;7;0
1144;1;0;5;0;0;0;1;0;0;1;10;4;10;1;1;3,5;0
1144;1;0;5;0;0;0;52;0;0;5;129;13;11;1;1;3,5;0
1144;1;1;2;5;5;2;2;0;0;3;11;5;11;1;1;3,5;0
1144;1;1;2;1;1;5;4;0;0;5;30;9;11;1;1;3,5;0
1144;1;1;2;5;1;2;1;0;0;2;28;13;12;2;1;3,5;0
1144;1;1;2;5;5;2;2;0;0;10;30;13;11;1;1;3,5;0
1144;1;2;2;4;3;2;2;0;1;8;24;14;10;1;1;3,5;0
1144;1;2;2;4;3;2;2;0;1;1;10;3;12;1;1;3,5;0
1144;1;1;2;1;1;5;2;0;0;4;130;13;12;1;1;3,5;0
1144;1;1;1;1;1;5;2;0;0;1;39;14;12;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;6;11;4;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;1;10;3;13;1;1;3,5;0
1144;1;0;5;0;0;0;1;0;0;1;13;5;13;2;2;7;0
1144;1;0;5;0;0;0;2;0;0;2;23;3;13;2;2;7;0
1144;1;0;6;0;0;0;1;0;0;20;10;3;13;2;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;50;17;7;13;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;10;0;13;2;0;0;0
1144;1;1;2;1;-1;5;3;0;0;2;32;13;13;2;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;200;39;0;13;1;0;0;0
1144;1;0;6;0;0;0;4;0;0;50;26;0;13;1;0;0;0
1144;1;1;3;5;1;5;1;0;0;2;14;3;13;2;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;90;11;0;13;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;30;26;0;13;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;30;26;0;13;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;50;19;8;13;3;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;10;10;0;13;2;0;0;0
1144;1;0;6;0;0;0;3;0;0;700;31;0;13;2;0;0;0
1144;1;0;6;0;0;0;3;0;0;30;10;0;13;2;0;0;0
1144;1;0;6;0;0;0;3;0;0;30;14;0;13;1;0;0;0
1144;1;0;6;0;0;0;1;0;0;2;14;6;13;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;2;19;0;14;1;0;0;0
1144;1;0;6;0;0;0;4;0;0;50;32;0;14;1;0;0;0
1144;1;0;6;0;0;0;3;0;0;5;11;0;14;1;0;0;0
1144;1;0;6;0;0;0;1;0;0;50;10;3;14;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;30;39;14;14;1;1;3,5;0
1144;1;2;2;5;-1;2;3;0;1;2;43;4;14;3;1;3,5;0
1144;1;1;2;1;1;5;3;0;1;7;39;13;14;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;50;10;3;14;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;50;15;7;14;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;40;15;0;14;2;0;0;0
1144;1;0;6;0;0;0;3;0;0;30;21;0;14;2;0;0;0
1144;1;0;6;0;0;0;2;0;0;7;17;0;14;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;1;10;0;14;1;0;0;0
1144;1;0;6;0;0;0;1;0;0;15;10;3;14;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;100;66;13;14;2;2;7;0
1144;1;0;6;0;0;0;1;0;0;40;36;0;14;1;0;0;0
1144;1;1;1;1;1;5;4;0;0;2;22;4;14;1;1;3,5;0
1144;1;1;1;1;1;5;1;0;0;20;36;14;14;2;2;7;0
1144;1;0;6;0;0;0;3;0;0;200;31;0;14;1;0;0;0
1144;1;0;6;0;0;0;4;0;0;15;22;0;14;2;0;0;0
1144;1;0;6;0;0;0;4;0;0;3;28;0;14;2;0;0;0
1144;1;0;6;0;0;0;2;0;0;150;21;3;14;1;1;3,5;0
1144;1;1;1;1;1;5;3;0;0;15;30;11;14;3;1;3,5;0
1144;1;1;1;1;1;5;4;0;0;4;43;4;14;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;2;10;0;14;1;0;0;0
1144;1;1;2;1;1;5;3;0;1;30;116;13;14;2;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;20;10;0;14;1;0;0;0
1144;1;1;2;1;1;5;1;0;1;30;36;13;14;4;3;10,5;0
1144;1;0;6;0;0;0;2;0;0;1;14;3;14;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;10;10;0;15;1;0;0;0
1144;1;0;6;0;0;0;1;0;0;20;26;3;15;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;30;23;0;15;1;0;0;0
1144;1;1;1;1;1;5;3;0;0;15;42;13;15;2;2;7;0
1144;1;0;6;0;0;0;4;0;0;200;15;0;15;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;8;20;3;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;10;14;7;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;23;3;15;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;240;24;11;15;1;2;7;0
1144;1;0;6;0;0;0;3;0;0;20;26;5;15;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;300;42;13;15;2;2;7;0
1144;1;0;6;0;0;0;3;0;0;20;12;0;15;1;0;0;0
1144;1;0;6;0;0;0;24;4;0;70;49;0;15;1;0;0;0
1144;1;1;3;1;1;5;1;0;0;1;22;7;15;1;1;3,5;0
1144;1;1;2;1;1;5;2;0;1;9;69;13;15;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;80;23;9;15;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;3;13;4;15;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;10;346;15;15;3;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;30;18;0;15;1;0;0;0
1144;1;0;6;0;0;0;3;0;0;10;17;6;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;7;14;5;15;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;2;13;3;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;1;11;4;15;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;4;29;6;15;1;1;3,5;0
1144;1;0;5;0;0;0;2;0;1;18;39;13;15;2;3;27;0
1144;1;0;6;0;0;0;2;0;0;5;19;3;15;2;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;1;10;3;15;1;1;3,5;0
1144;1;0;6;0;0;0;7;0;0;900;75;13;13;1;1;3,5;0
1144;1;0;6;0;0;0;9;0;0;800;75;13;13;1;1;3,5;0
1144;1;0;6;0;0;0;9;0;0;60;26;10;13;1;1;3,5;0
1144;0;0;6;0;0;0;9;0;0;900;42;15;13;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;15;10;3;13;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;50;25;5;13;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;20;17;3;13;1;1;3,5;0
1144;1;0;6;0;0;0;6;0;0;50;18;6;13;1;1;3,5;0
1144;0;0;6;0;0;0;2;0;0;50;29;11;13;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;70;30;6;13;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;40;17;7;13;1;1;3,5;0
1144;1;0;3;1;1;5;4;0;0;606;46;13;14;1;1;3,5;0
1144;0;1;2;1;1;5;12;0;0;12;46;15;14;1;1;3,5;0
1144;0;0;6;0;0;0;10;0;0;200;35;11;14;1;1;3,5;0
1144;1;0;3;1;1;5;4;0;0;2;10;3;14;1;1;3,5;0
1144;0;0;6;0;0;0;4;0;0;4;51;12;14;1;1;3,5;0
1144;0;0;6;0;0;0;16;0;0;10;31;3;14;1;1;3,5;0
1144;0;1;2;1;1;5;17;0;0;69;65;13;14;1;1;3,5;0
1144;0;0;6;0;0;0;2;0;0;30;19;8;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;300;43;6;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;70;19;6;15;1;1;3,5;0
1144;0;1;2;1;1;5;17;0;0;150;102;26;15;1;1;3,5;0
1144;1;1;2;1;1;5;1;1;0;3;21;3;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;20;216;146;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;20;27;13;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;20;14;4;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;20;234;141;14;1;1;3,5;0
1144;1;0;6;0;0;0;12;0;0;20;98;20;14;1;1;3,5;0
1144;1;1;2;1;1;4;1;0;0;6;34;4;14;1;1;3,5;0
1144;1;1;2;1;1;5;71;4;0;40;361;49;14;1;1;3,5;0
1144;0;0;6;0;0;0;1;0;0;20;19;9;14;1;1;3,5;0
1144;0;0;6;0;0;0;1;0;0;20;116;13;15;1;1;3,5;0
1144;0;0;5;0;0;0;71;4;0;2;105;3;15;1;1;3,5;0
1144;0;0;6;0;0;0;1;0;0;20;21;5;16;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;400;120;13;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;5;11;5;13;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;1;11;3;14;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;200;37;19;14;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;40;16;9;14;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;30;112;14;14;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;8;37;11;14;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;30;22;5;14;1;1;3,5;0
1144;1;0;6;0;0;0;6;0;0;40;49;8;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;26;239;16;15;1;1;3,5;0
1144;1;0;6;0;0;0;8;0;0;25;54;24;15;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;1;12;4;15;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;1;18;8;15;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;4;10;3;15;1;1;3,5;0
1144;1;2;2;5;3;2;3;0;0;1;10;0;16;3;0;0;0
1144;1;0;6;0;0;0;4;0;0;20;26;7;13;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;50;21;7;13;1;1;3,5;0
1144;1;1;2;1;1;5;2;0;0;18;45;5;14;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;200;33;10;15;1;1;3,5;0
1144;1;1;6;1;1;5;5;0;0;5;29;11;15;2;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;50;32;8;15;1;1;3,5;0
1144;1;0;5;0;0;0;1;0;1;2;17;9;13;2;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;10;16;9;13;1;1;3,5;0
1144;1;1;2;1;1;5;9;0;0;40;15;3;13;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;20;10;4;13;1;1;3,5;0
1144;1;0;6;0;0;0;3;0;0;1;12;3;13;1;1;3,5;0
1144;1;0;6;0;0;0;5;0;0;10;22;0;14;1;0;0;0
1144;1;0;6;0;0;0;2;0;0;20;10;3;14;1;1;3,5;0
1144;1;0;6;0;0;0;4;0;0;15;26;11;15;1;1;3,5;0
1144;1;2;2;5;3;2;3;0;0;1;24;11;13;1;1;3,5;0
1144;1;1;2;2;1;5;2;0;0;15;34;13;14;1;1;3,5;0
1144;1;0;6;0;0;0;1;0;0;80;30;12;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;400;27;11;15;1;1;3,5;0
1144;1;1;2;2;1;5;1;0;0;70;546;64;14;1;2;7;0
1144;1;1;2;2;1;5;1;0;0;12;18;4;15;1;1;3,5;0
1144;1;0;6;0;0;0;2;0;0;8;26;12;16;1;1;3,5;0
1144;0;0;6;0;0;0;9;0;0;10;95;13;13;1;1;3,5;0
