F1;F6;F193;F12;F14;F15;F16;F26;F72;F99;S;Busy;Exting;Decade;Car;Nozzle;Flow;Long
1176;0;0;6;0;0;0;19;4;0;5;31;9;10;1;1;3,5;0
1176;0;1;2;1;1;5;26;4;0;64;57;9;10;2;2;7;0
1176;0;0;6;0;0;0;4;8;0;100000;71;66;10;1;1;3,5;0
1176;0;0;6;0;0;0;46;4;0;30;71;24;10;1;1;3,5;0
1176;1;0;6;0;0;0;6;4;0;10000;30;23;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;4;0;10000;35;30;11;1;1;3,5;0
1176;1;0;6;0;0;0;6;4;0;50;31;24;11;1;1;3,5;0
1176;0;0;6;0;0;0;24;4;0;30;43;10;11;1;1;3,5;0
1176;1;0;6;0;0;0;28;4;0;400000;254;210;11;2;2;7;0
1176;1;1;2;1;1;5;6;4;0;54;41;28;11;2;2;7;0
1176;0;1;2;1;1;5;24;4;0;12;33;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;11;4;0;2;10;0;11;1;0;0;0
1176;0;0;6;0;0;0;19;4;0;30;27;5;11;1;1;3,5;0
1176;0;0;6;0;0;0;30;4;0;100000;55;24;11;1;1;3,5;0
1176;0;0;6;0;0;0;5;4;0;100000;27;21;11;1;1;3,5;0
1176;0;1;2;2;1;5;11;4;0;5;20;8;11;2;2;7;0
1176;0;0;6;0;0;0;26;4;0;500000;235;193;11;2;2;7;0
1176;0;0;6;0;0;0;7;4;0;10000;42;29;11;1;1;3,5;0
1176;0;0;6;0;0;0;23;4;0;100000;154;29;11;2;2;7;0
1176;1;0;6;0;0;0;5;4;0;3;14;5;11;1;1;3,5;0
1176;1;0;6;0;0;0;6;4;0;5000;24;11;11;1;1;3,5;0
1176;0;0;6;0;0;0;19;4;0;10000;80;45;11;1;1;3,5;0
1176;1;0;6;0;0;0;14;4;0;50000;78;63;11;1;1;3,5;0
1176;0;1;2;1;1;5;10;4;0;20;36;25;11;2;2;7;0
1176;0;0;6;0;0;0;12;4;0;100;70;42;11;1;1;3,5;0
1176;0;0;6;0;0;0;7;4;0;10000;48;21;11;1;1;3,5;0
1176;0;0;6;0;0;0;25;4;0;150;38;9;11;1;1;3,5;0
1176;1;0;6;0;0;0;10;4;0;40;25;7;11;1;1;3,5;0
1176;0;0;6;0;0;0;75;4;0;150000;195;61;11;1;1;3,5;0
1176;0;0;6;0;0;0;21;4;0;5000;43;21;11;1;1;3,5;0
1176;1;0;6;0;0;0;5;4;0;2;10;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;8;4;0;60;40;31;11;1;1;3,5;0
1176;0;1;2;1;1;5;43;4;0;4;10;0;11;1;0;0;0
1176;0;0;6;0;0;0;7;4;0;5000;51;43;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;10;23;19;11;1;1;3,5;0
1176;0;0;6;0;0;0;3;8;0;5;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;10000;30;20;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;20;13;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;34;4;0;40000;84;29;11;1;1;3,5;0
1176;0;0;6;0;0;0;20;4;0;150000;59;23;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;25;14;10;12;1;1;3,5;0
1176;1;0;6;0;0;0;6;4;0;5000;24;11;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;4;0;5000;30;17;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;4;0;4;11;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;5;10;6;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;4;0;5000;34;26;12;1;1;3,5;0
1176;0;0;6;0;0;0;23;4;0;70;77;53;12;1;1;3,5;0
1176;1;0;6;0;0;0;8;4;0;10000;95;86;12;1;1;3,5;0
1176;1;1;2;1;1;5;7;4;0;64;34;26;12;1;1;3,5;0
1176;0;0;6;0;0;0;22;4;0;30000;117;94;12;1;1;3,5;0
1176;0;0;6;0;0;0;21;4;0;30000;61;34;12;1;1;3,5;0
1176;0;0;6;0;0;0;9;4;0;20000;34;17;12;1;1;3,5;0
1176;0;0;6;0;0;0;21;4;0;10000;48;21;12;1;1;3,5;0
1176;0;0;6;0;0;0;16;4;0;10000;46;24;12;1;1;3,5;0
1176;0;1;2;1;1;5;4;8;0;40;24;14;12;1;1;3,5;0
1176;0;0;6;0;0;0;21;4;0;100;45;9;12;1;1;3,5;0
1176;0;0;6;0;0;0;9;4;0;100000;114;67;12;1;1;3,5;0
1176;0;0;6;0;0;0;3;8;0;50;31;22;12;1;1;3,5;0
1176;1;0;6;0;0;0;9;4;0;150000;37;21;12;1;1;3,5;0
1176;0;0;6;0;0;0;4;8;0;8;13;6;12;1;1;3,5;0
1176;0;0;6;0;0;0;7;4;0;5000;19;8;12;1;1;3,5;0
1176;0;0;6;0;0;0;12;4;0;50;47;24;12;1;1;3,5;0
1176;0;0;6;0;0;0;10;4;0;20;34;18;12;1;1;3,5;0
1176;1;0;5;0;0;0;5;4;0;6;12;6;12;1;1;3,5;0
1176;0;1;4;1;1;3;10;4;0;250;58;42;12;2;2;7;0
1176;0;0;6;0;0;0;22;4;0;5;10;0;12;1;0;0;0
1176;0;0;6;0;0;0;7;4;0;2;10;0;12;1;0;0;0
1176;0;0;6;0;0;0;6;4;0;30;23;16;12;1;1;3,5;0
1176;0;0;6;0;0;0;7;4;0;5000;35;27;12;1;1;3,5;0
1176;0;0;6;0;0;0;5;4;0;50000;186;144;12;1;1;3,5;0
1176;0;0;6;0;0;0;9;4;0;5000;10;0;12;1;0;0;0
1176;0;0;6;0;0;0;77;4;0;10000;145;67;12;1;1;3,5;0
1176;1;0;6;0;0;5;26;4;0;4;80;53;12;1;1;3,5;0
1176;1;0;6;0;0;0;9;4;0;20000;47;37;12;1;1;3,5;0
1176;1;1;2;1;1;5;19;4;0;16;44;24;12;2;2;7;0
1176;0;1;2;1;1;5;13;4;0;8;24;7;12;1;1;3,5;0
1176;1;1;2;1;1;5;7;4;0;30;39;22;12;1;1;3,5;0
1176;0;0;6;0;0;0;31;4;0;50000;81;39;12;1;1;3,5;0
1176;0;0;6;0;0;0;16;4;0;10000;34;17;12;1;1;3,5;0
1176;0;1;2;1;1;5;4;8;0;10;18;13;12;2;2;7;0
1176;1;0;6;0;0;0;4;8;0;10;10;5;12;1;1;3,5;0
1176;0;1;2;1;1;5;22;4;0;20;62;39;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;2;10;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;1;0;20;10;3;10;1;1;3,5;0
1176;0;0;6;0;0;0;8;1;0;800;182;154;10;8;1;3,5;0
1176;1;2;2;1;1;4;8;1;0;36;42;17;10;2;2;7;0
1176;0;0;6;0;0;0;15;1;0;9;92;59;10;8;1;3,5;0
1176;1;0;6;0;0;0;6;0;0;4;12;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;4;10;3;10;1;1;3,5;0
1176;0;0;6;0;0;0;12;1;0;200;155;131;10;6;2;7;0
1176;1;0;5;0;0;0;6;1;0;16;12;3;10;1;1;7;0
1176;1;0;6;0;0;5;4;1;0;15;13;3;10;2;2;7;0
1176;0;0;6;0;0;0;6;1;0;170;264;31;10;3;2;7;0
1176;0;0;6;0;0;0;6;1;0;400;400;15;10;2;2;7;0
1176;1;0;6;0;0;0;5;1;0;50;12;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;7;1;0;10;14;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;6;1;0;200;244;22;11;3;1;3,5;0
1176;1;0;6;0;0;0;3;1;0;4;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;25;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;6;1;0;5;10;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;1;1;0;1;86;60;11;2;2;7;0
1176;0;0;6;0;0;0;11;1;0;8;37;20;11;1;1;3,5;0
1176;1;0;6;0;0;4;7;1;0;20;46;24;11;1;1;3,5;0
1176;0;0;6;0;0;0;6;1;0;400;334;26;11;2;2;7;0
1176;0;0;6;0;0;0;8;1;0;1;14;4;12;1;1;3,5;0
1176;0;0;6;0;0;0;2;1;0;1000;29;13;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;10;18;14;12;1;1;3,5;0
1176;0;0;6;0;0;0;10;1;0;3;64;34;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;5;10;3;12;1;1;3,5;0
1176;0;0;6;0;0;0;6;1;0;80;39;13;12;2;2;7;0
1176;1;0;6;0;0;0;1;1;0;2;10;3;12;1;1;3,5;0
1176;0;0;6;0;0;0;8;1;0;100;14;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;1;0;1;10;3;12;1;1;3,5;0
1176;0;0;6;0;0;0;14;1;0;1500;209;188;12;5;4;14;0
1176;1;0;6;0;0;0;4;1;0;80;34;22;12;1;1;3,5;0
1176;1;0;6;0;0;0;1;1;0;50;39;27;12;1;1;3,5;0
1176;1;0;6;0;0;4;4;1;0;10;21;10;12;2;2;7;0
1176;1;0;6;0;0;0;1;1;0;1;10;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;1;1;0;3;10;5;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;30;16;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;1;0;40;18;5;12;2;2;7;0
1176;0;0;6;0;0;0;9;1;0;10000;179;164;10;1;1;3,5;0
1176;0;0;6;0;0;0;26;1;0;500;37;3;10;1;1;3,5;0
1176;0;0;6;0;0;0;2;1;0;15000;50;35;10;1;1;3,5;0
1176;0;0;6;0;0;0;10;1;0;1000;39;12;10;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;20;16;7;10;1;1;3,5;0
1176;0;0;6;0;0;0;5;1;0;500;30;20;10;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;6000;121;114;10;1;1;3,5;0
1176;0;1;2;1;1;5;18;1;0;1;27;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;5;1;0;100;39;11;11;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;1000;38;21;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;1;0;10;16;4;11;1;1;3,5;0
1176;0;0;6;0;0;0;6;1;0;10000;71;35;11;1;1;3,5;0
1176;0;0;6;0;0;0;7;1;0;1000;61;18;11;1;1;3,5;0
1176;0;0;6;0;0;0;2;1;0;20;16;8;11;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;10;16;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;24;1;0;10000;116;73;11;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;500;52;37;11;1;1;3,5;0
1176;0;0;6;0;0;0;8;1;0;3;29;8;11;1;1;3,5;0
1176;1;1;2;1;1;5;5;1;0;1;13;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;10;1;0;35000;101;49;11;1;1;3,5;0
1176;0;0;6;0;0;0;5;1;0;2000;52;26;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;1;0;48;52;44;11;1;1;3,5;0
1176;0;0;6;0;0;0;14;1;0;20000;195;175;11;6;2;7;0
1176;0;0;6;0;0;0;5;1;0;60000;211;179;11;2;2;7;0
1176;0;0;6;0;0;0;17;1;0;1000;99;74;11;2;2;7;0
1176;0;0;6;0;0;0;8;1;0;10000;189;150;11;1;1;3,5;0
1176;0;0;5;0;0;0;2;1;0;2;10;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;21;1;0;1000;58;20;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;4;10;3;12;1;1;3,5;0
1176;0;0;6;0;0;0;6;1;0;3000;55;20;12;1;1;3,5;0
1176;0;0;6;0;0;0;46;1;0;5000;81;20;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;0;0;4;11;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;0;0;5;16;5;12;1;1;3,5;0
1176;0;0;6;0;0;0;8;1;0;2;264;195;12;1;1;3,5;0
1176;0;0;6;0;0;0;10;1;0;10000;52;36;12;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;10000;125;87;12;1;1;3,5;0
1176;0;0;6;0;0;0;5;1;0;200;67;58;12;1;1;3,5;0
1176;0;0;6;0;0;0;6;0;0;150;67;15;10;1;1;3,5;0
1176;0;1;2;1;1;5;1;0;0;20;17;8;11;1;1;3,5;0
1176;0;0;6;0;0;0;8;0;0;850;74;37;11;1;2;7;0
1176;0;0;6;0;0;0;2;0;0;100;27;12;11;1;1;3,5;0
1176;0;1;2;1;1;5;18;0;0;12;36;10;11;3;3;60;0
1176;0;0;6;0;0;0;8;0;0;900;92;55;12;5;2;7;0
1176;0;0;6;0;0;0;30;0;0;10;73;34;12;3;1;3,5;0
1176;0;1;2;1;1;5;12;0;0;10;15;3;12;1;1;3,5;0
1176;0;1;2;1;1;5;5;0;0;240;53;38;11;3;3;10,5;0
1176;0;0;6;0;0;0;4;0;0;80000;135;113;10;1;1;3,5;0
1176;0;0;6;0;0;0;3;0;0;50000;95;75;10;2;2;7;0
1176;0;1;2;1;1;5;2;1;0;70;31;22;11;2;2;7;0
1176;0;0;6;0;0;5;5;0;0;10;35;24;11;2;1;3,5;0
1176;0;0;6;0;0;0;3;0;0;2;10;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;3;0;0;500000;152;129;11;2;2;7;0
1176;0;1;2;1;1;5;4;0;0;80;58;47;11;2;2;7;0
1176;0;0;6;0;0;0;3;0;0;2;10;4;11;1;1;3,5;0
1176;0;0;6;0;0;0;10;0;0;150000;272;255;11;2;2;7;0
1176;0;0;6;0;0;0;18;0;0;400000;126;109;11;1;1;3,5;0
1176;0;0;6;0;0;0;2;0;0;2;10;3;12;1;1;3,5;0
1176;0;1;2;1;1;5;4;0;0;5;44;31;12;2;1;3,5;0
1176;0;0;6;0;0;0;15;0;0;7;76;39;10;1;1;3,5;0
1176;1;0;6;0;0;5;1;6;0;20;66;26;10;1;1;3,5;0
1176;1;0;6;0;0;5;5;1;0;40000;74;44;10;1;1;3,5;0
1176;0;0;6;0;0;0;4;6;0;2;15;4;10;1;1;3,5;0
1176;1;0;6;0;0;5;3;6;0;50;139;91;10;1;1;3,5;0
1176;0;0;6;0;0;0;20;1;0;60000;150;84;10;1;1;3,5;0
1176;0;0;6;0;0;0;24;1;0;500;400;354;10;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;80000;112;101;10;1;1;3,5;0
1176;1;0;6;0;0;0;3;6;0;30;15;8;10;1;1;3,5;0
1176;0;0;6;0;0;0;18;2;0;100000;120;84;10;2;1;3,5;0
1176;0;0;6;0;0;0;8;1;0;80000;120;94;10;1;1;3,5;0
1176;0;1;4;1;-1;5;20;1;0;32;93;25;10;1;1;3,5;0
1176;1;0;6;0;0;0;3;6;0;30;50;20;11;1;1;3,5;0
1176;0;0;6;0;0;0;2;6;0;30;19;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;3;1;0;20;29;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;5;6;0;2;12;3;10;1;1;3,5;0
1176;0;0;6;0;0;0;2;0;0;10;26;20;11;1;1;3,5;0
1176;0;0;6;0;0;0;10;0;0;10;131;104;11;1;1;3,5;0
1176;0;0;6;0;0;0;10;0;0;10;77;19;11;1;1;3,5;0
1176;0;0;6;0;0;0;10;0;0;10;175;114;11;1;1;3,5;0
1176;0;0;6;0;0;0;2;0;0;10;61;41;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;6;0;30;174;33;11;1;1;3,5;0
1176;0;0;6;0;0;0;24;0;0;5000;88;9;11;1;1;3,5;0
1176;1;0;6;0;0;0;1;6;0;35;55;15;11;1;1;3,5;0
1176;1;0;6;0;0;0;16;6;0;10;49;19;11;1;1;3,5;0
1176;0;1;3;1;1;5;3;5;0;60;133;29;12;3;3;10,5;0
1176;0;0;6;0;0;0;24;0;0;10000;160;119;12;1;1;3,5;0
1176;1;0;6;0;0;0;1;6;0;40;16;9;12;1;1;3,5;0
1176;0;1;3;1;1;5;18;5;0;6;36;7;12;1;1;3,5;0
1176;0;0;6;0;0;0;12;0;0;10;990;914;12;1;1;3,5;0
1176;0;0;6;0;0;0;22;0;0;1100;420;364;12;1;1;3,5;0
1176;0;1;2;1;1;5;1;5;0;32;72;22;12;3;3;10,5;0
1176;0;0;6;0;0;0;10;0;0;50;68;27;12;2;1;3,5;0
1176;0;0;6;0;0;0;10;1;0;3;150;89;10;1;1;3,5;0
1176;1;0;6;0;0;0;6;1;0;1;11;3;10;1;1;3,5;0
1176;0;1;2;1;1;5;7;2;0;32;36;10;10;1;1;3,5;0
1176;0;0;6;0;0;0;1;2;0;1;39;20;10;1;1;3,5;0
1176;0;0;6;0;0;0;33;0;0;5;93;44;10;1;1;3,5;0
1176;0;1;2;1;1;5;3;2;0;20;27;18;10;1;1;3,5;0
1176;1;0;6;0;0;0;6;2;0;2;19;4;10;1;1;3,5;0
1176;0;0;6;0;0;0;5;2;0;1;36;17;10;1;1;3,5;0
1176;0;0;6;0;0;0;1;2;0;20;36;17;10;1;1;3,5;0
1176;0;1;2;1;1;5;5;2;0;12;27;10;10;1;1;3,5;0
1176;0;1;2;1;1;5;2;0;0;4;17;7;11;2;1;3,5;0
1176;0;1;2;1;1;5;2;2;0;50;63;35;11;2;2;7;0
1176;1;0;6;0;0;0;3;2;0;1;56;31;11;1;1;3,5;0
1176;1;0;6;0;0;0;7;2;0;400;43;21;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;2;0;600;35;17;11;1;1;3,5;0
1176;0;0;6;0;0;0;7;2;0;10;70;48;11;1;1;3,5;0
1176;0;0;6;0;0;0;12;2;0;2;48;17;11;1;1;3,5;0
1176;0;0;6;0;0;0;13;2;0;100;32;18;11;1;1;3,5;0
1176;0;1;2;1;1;5;2;2;0;18;31;14;11;2;2;7;0
1176;1;0;6;0;0;0;4;2;0;1;74;53;11;2;2;7;0
1176;1;0;6;0;0;0;8;2;0;10;23;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;8;2;0;20;28;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;6;2;0;100;57;26;11;1;1;3,5;0
1176;0;0;6;0;0;0;6;2;0;60;59;29;11;1;1;3,5;0
1176;1;0;6;0;0;0;1;2;0;5;16;3;11;1;1;3,5;0
1176;1;0;5;0;0;0;2;2;0;2;10;3;11;1;1;3,5;0
1176;0;1;2;1;1;5;4;2;0;2;12;3;11;2;1;3,5;0
1176;1;0;6;0;0;0;7;2;0;300;30;15;11;1;1;3,5;0
1176;0;0;6;0;0;0;13;2;0;1;75;32;11;1;1;3,5;0
1176;1;0;6;0;0;0;1;2;0;1;15;7;11;1;1;3,5;0
1176;1;1;2;1;1;5;3;2;0;8;12;5;11;2;1;3,5;0
1176;1;0;6;0;0;0;3;2;0;3;70;47;11;1;1;3,5;0
1176;1;0;6;0;0;0;8;2;0;30;25;3;11;1;1;3,5;0
1176;0;0;5;0;0;0;4;2;0;2;11;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;5;2;0;100;23;12;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;2;0;1;17;6;12;1;1;3,5;0
1176;0;0;6;0;0;0;10;2;0;1000;45;24;12;1;1;3,5;0
1176;1;0;6;0;0;0;1;2;0;5;10;3;12;1;1;3,5;0
1176;0;0;6;0;0;0;42;2;0;12;64;4;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;2;0;30;23;17;12;1;1;3,5;0
1176;1;1;2;1;1;5;1;2;0;90;56;39;12;2;2;7;0
1176;1;1;2;1;1;5;2;0;0;3;10;3;10;2;2;7;0
1176;1;1;2;1;1;5;4;0;0;40;17;6;10;1;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;100;35;7;10;1;1;3,5;0
1176;1;1;2;1;1;5;3;0;0;21;10;3;10;2;2;7;0
1176;0;0;6;0;0;0;8;0;0;200;100;0;10;1;0;0;0
1176;1;0;6;0;0;0;4;0;0;10;10;3;10;1;1;3,5;0
1176;0;0;6;0;0;0;10;0;0;100;54;11;10;1;1;3,5;0
1176;1;0;6;0;0;0;8;0;0;5;13;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;8;0;0;15;24;3;11;1;1;3,5;0
1176;1;1;2;1;1;5;3;0;0;5;10;3;11;2;2;7;0
1176;0;0;6;0;0;0;5;0;0;500;183;6;11;1;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;200;139;26;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;4;11;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;0;0;50;22;8;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;4;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;30;22;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;41;0;0;18000;116;3;11;1;1;3,5;0
1176;0;0;6;0;0;0;4;0;0;25000;230;158;11;1;1;3,5;0
1176;0;0;6;0;0;0;39;0;0;10000;168;52;11;1;1;3,5;0
1176;0;0;6;0;0;0;4;0;0;7000;155;74;11;1;1;3,5;0
1176;0;0;6;0;0;0;20;0;0;7000;139;68;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;100;47;11;11;1;1;3,5;0
1176;0;0;6;0;0;0;37;0;0;12;94;7;11;2;2;7;0
1176;1;0;6;0;0;0;12;0;0;50;33;5;11;1;1;3,5;0
1176;1;2;2;1;1;5;4;0;0;30;13;6;11;2;2;7;0
1176;0;0;5;0;0;0;25;0;0;3;41;7;12;1;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;1000;53;20;12;1;1;3,5;0
1176;1;1;2;1;1;5;4;0;0;5;11;3;12;2;2;7;0
1176;0;0;6;0;0;0;15;0;0;15000;93;69;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;0;0;50;10;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;4;0;0;20;23;11;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;300;44;22;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;5;10;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;2000;45;31;12;1;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;25;32;15;12;1;1;3,5;0
1176;0;2;2;1;1;5;25;0;0;64;96;58;12;2;2;7;0
1176;1;0;6;0;0;0;5;0;0;6;10;4;12;1;1;3,5;0
1176;1;0;6;0;0;0;6;0;0;200;14;7;12;1;1;3,5;0
1176;1;0;3;0;0;5;5;8;0;20;38;12;10;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;60;23;8;10;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;20;21;12;10;1;1;3,5;0
1176;1;0;6;0;0;0;1;8;1;10;12;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;1;18;5;10;2;1;3,5;0
1176;1;1;2;1;1;5;7;8;0;30;47;29;10;4;3;10,5;0
1176;1;0;6;0;0;0;5;8;0;20;17;7;10;1;1;3,5;0
1176;1;0;6;0;0;0;8;8;0;200;41;10;10;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;1;14;6;10;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;1;15;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;2;10;3;10;1;1;7;0
1176;1;1;2;1;1;5;10;8;0;30;26;9;10;2;2;7;0
1176;1;0;6;0;0;0;2;8;1;20;27;10;10;1;1;3,5;0
1176;1;0;6;0;0;0;7;8;0;2;11;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;100;29;4;11;1;1;3,5;0
1176;1;0;6;0;0;0;1;8;0;150;24;8;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;2;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;10;15;3;11;2;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;20;37;18;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;150;16;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;2000;170;34;11;1;1;3,5;0
1176;1;1;2;2;2;5;2;8;1;1;17;8;11;2;1;3,5;0
1176;1;1;2;1;1;5;3;0;0;15;22;9;11;2;1;3,5;0
1176;1;0;5;0;0;0;2;1;0;1;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;8;8;0;200;51;8;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;60;23;10;11;1;1;7;0
1176;1;0;6;0;0;0;4;8;0;2;15;3;11;1;1;3,5;0
1176;1;1;2;2;2;3;6;8;0;3;13;3;11;2;1;3,5;0
1176;1;1;2;1;1;5;4;0;0;25;13;3;11;2;1;3,5;0
1176;1;0;6;0;0;0;7;8;0;70;67;17;11;1;1;3,5;0
1176;1;1;2;1;1;5;15;0;1;20;23;3;11;3;1;3,5;0
1176;1;1;2;1;1;5;7;8;0;30;24;9;11;2;2;7;0
1176;1;0;6;0;0;0;2;8;0;5;16;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;1;10;3;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;0;0;20;33;7;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;60;34;21;11;1;1;7;0
1176;1;0;6;0;0;0;3;8;0;50;34;8;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;10000;52;12;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;300;43;23;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;10;14;5;11;1;1;3,5;0
1176;1;0;6;0;0;0;2;8;0;100;34;4;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;2;10;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;1;20;9;12;1;1;3,5;0
1176;1;0;6;0;0;0;6;8;0;10;19;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;6;8;0;1000;60;4;12;1;1;3,5;0
1176;1;0;6;0;0;0;4;0;0;4;16;3;12;7;1;3,5;0
1176;1;0;6;0;0;0;2;0;0;1;20;6;12;7;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;15;24;3;12;7;1;3,5;0
1176;1;0;6;0;0;0;1;0;0;15;35;5;12;7;1;3,5;0
1176;1;0;6;0;0;0;5;0;0;30;26;4;12;7;1;3,5;0
1176;1;0;6;0;0;0;7;0;0;10;15;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;8;0;5;21;4;12;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;1;19;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;8;0;1;12;3;12;1;1;3,5;0
1176;1;0;6;0;0;0;7;8;0;200;25;10;11;2;1;7;0
1176;1;0;6;0;0;0;6;0;0;60;33;17;11;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;30;10;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;20;80;10;10;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;1;10;3;10;1;1;3,5;0
1176;1;0;6;0;0;0;5;8;0;200;75;11;12;1;1;3,5;0
1176;1;3;2;5;3;2;5;8;1;10;64;17;12;5;1;3,5;0
1176;1;0;6;0;0;0;6;8;0;250;34;19;11;1;1;3,5;0
1176;1;0;6;0;0;0;3;8;0;50;23;10;11;1;1;3,5;0
1176;1;0;6;0;0;0;4;8;0;200;61;35;12;1;1;3,5;0
1176;1;0;5;0;0;0;3;8;0;1;18;5;11;1;1;3,5;0
1176;1;1;2;1;1;5;3;8;0;40;28;14;11;2;2;7;0
1176;1;0;6;0;0;0;4;0;0;8;16;3;11;1;1;3,5;0
